Generation,Min,Max,Mean,Evals
Trial 0 final result: after 50000 generations the shortest path is: 803
Trial 0 Shortest path: 45, 27, 52, 34, 46, 4, 75, 76, 68, 6, 51, 17, 58, 10, 72, 39, 9, 40, 12, 26, 7, 35, 14, 59, 19, 67, 23, 56, 41, 42, 64, 43, 49, 24, 18, 50, 63, 22, 28, 61, 69, 71, 60, 70, 20, 36, 47, 21, 74, 48, 29, 30, 2, 62, 73, 33, 16, 3, 32, 38, 54, 13, 57, 15, 37, 5, 8, 53, 11, 66, 65, 31, 55, 25, 44, 
Trial 0 begin summary section
5048,1704,874,1291.34,0
5049,1656,874,1294.83,0
5050,1717,874,1294.51,0
5051,1697,874,1300.88,0
5052,1732,874,1297.88,0
5053,1739,874,1299.45,0
5054,1753,874,1318.43,0
5055,1630,874,1312.55,0
5056,1648,874,1320.6,0
5057,1720,874,1314.27,0
5058,1711,874,1327.87,0
5059,1553,874,1338.17,0
5060,1541,874,1322.65,0
5061,1580,874,1338.53,0
5062,1581,874,1331.98,0
5063,1567,874,1326.37,0
5064,1563,874,1342.92,0
5065,1584,874,1351.55,0
5066,1566,874,1353.14,0
5067,1581,874,1321.75,0
5068,1629,874,1325.59,0
5069,1622,874,1319.24,0
5070,1698,874,1294.97,0
5071,1685,874,1311.86,0
5072,1687,874,1309.12,0
5073,1644,874,1296.49,0
5074,1649,874,1290.05,0
5075,1676,874,1296.41,0
5076,1697,874,1283.61,0
5077,1663,874,1289.74,0
5078,1557,874,1289.28,0
5079,1542,874,1286.45,0
5080,1586,874,1299.53,0
5081,1565,874,1306.84,0
5082,1536,874,1291.84,0
5083,1635,874,1302.57,0
5084,1618,874,1291.75,0
5085,1654,874,1283.62,0
5086,1680,874,1288.82,0
5087,1694,874,1306.27,0
5088,1656,874,1297.66,0
5089,1626,874,1293.52,0
5090,1655,874,1281.14,0
5091,1665,874,1284.13,0
5092,1564,874,1270.02,0
5093,1528,874,1278.65,0
5094,1507,874,1279.84,0
5095,1596,874,1286.87,0
5096,1551,874,1291.12,0
5097,1594,874,1319.51,0
5098,1619,874,1307.33,0
5099,1646,874,1301.59,0
5100,1657,874,1294.96,0
5101,1643,874,1281.57,0
5102,1622,874,1285.9,0
5103,1656,874,1281.42,0
5104,1657,874,1282.06,0
5105,1691,874,1294.72,0
5106,1764,874,1296.29,0
5107,1692,874,1289.83,0
5108,1617,874,1303.32,0
5109,1687,874,1308.4,0
5110,1771,874,1315.62,0
5111,1622,874,1318.37,0
5112,1625,874,1307.69,0
5113,1643,874,1323.7,0
5114,1645,874,1340.35,0
5115,1696,874,1344.43,0
5116,1686,874,1340.48,0
5117,1689,874,1335.19,0
5118,1675,874,1332.88,0
5119,1641,874,1355.88,0
5120,1642,874,1346.4,0
5121,1637,874,1319.81,0
5122,1660,874,1297.52,0
5123,1695,874,1280.82,0
5124,1698,874,1271.47,0
5125,1647,874,1276.84,0
5126,1640,874,1275.55,0
5127,1693,874,1271.07,0
5128,1742,874,1302.75,0
5129,1710,874,1289.27,0
5130,1705,874,1295.12,0
5131,1691,874,1306.63,0
5132,1683,874,1300.46,0
5133,1593,874,1296.04,0
5134,1571,874,1288.07,0
5135,1579,874,1301.76,0
5136,1572,874,1295.28,0
5137,1576,874,1293.93,0
5138,1577,874,1281.1,0
5139,1657,874,1290.61,0
5140,1651,874,1299.81,0
5141,1690,874,1305.03,0
5142,1725,874,1310.5,0
5143,1713,874,1305.46,0
5144,1741,874,1303.97,0
5145,1734,874,1330.22,0
5146,1741,874,1324.23,0
5147,1727,874,1303.96,0
5148,1724,874,1308.32,0
5149,1664,874,1298.44,0
5150,1567,874,1292.24,0
5151,1653,874,1271.45,0
5152,1670,874,1284.44,0
5153,1662,874,1258.13,0
5154,1603,874,1253.07,0
5155,1628,874,1267.39,0
5156,1636,874,1271.01,0
5157,1641,874,1285.55,0
5158,1687,874,1281.21,0
5159,1566,874,1288.62,0
5160,1584,874,1298.5,0
5161,1605,874,1305.33,0
5162,1612,874,1306.9,0
5163,1569,874,1292.45,0
5164,1598,874,1292.96,0
5165,1569,874,1299.85,0
5166,1619,874,1280.61,0
5167,1616,874,1285.05,0
5168,1615,874,1261.19,0
5169,1582,874,1254.94,0
5170,1541,874,1258.59,0
5171,1601,874,1270.88,0
5172,1608,874,1271.36,0
5173,1648,874,1275.71,0
5174,1619,874,1283.01,0
5175,1583,874,1287.33,0
5176,1591,874,1292.98,0
5177,1584,874,1293.66,0
5178,1660,874,1303.08,0
5179,1592,874,1310.17,0
5180,1644,874,1307.25,0
5181,1592,874,1300.67,0
5182,1594,874,1310.06,0
5183,1573,874,1316.81,0
5184,1599,874,1325.45,0
5185,1631,874,1325.31,0
5186,1661,874,1326.77,0
5187,1593,874,1308.26,0
5188,1598,874,1310.06,0
5189,1587,874,1328.14,0
5190,1633,874,1316.8,0
5191,1622,874,1326.55,0
5192,1606,874,1318.26,0
5193,1613,874,1294.5,0
5194,1537,874,1288.84,0
5195,1586,874,1283.52,0
5196,1606,874,1288.73,0
5197,1697,874,1296.83,0
5198,1670,874,1294.82,0
5199,1690,874,1298.57,0
5200,1662,874,1308.65,0
5201,1660,871,1282.81,0
5202,1627,871,1271.62,0
5203,1597,871,1264.83,0
5204,1621,871,1280.72,0
5205,1628,871,1287.48,0
5206,1663,871,1298.79,0
5207,1689,871,1291.82,0
5208,1628,871,1273.77,0
5209,1657,871,1267.13,0
5210,1690,871,1260.47,0
5211,1542,871,1248.37,0
5212,1604,871,1248.1,0
5213,1596,871,1253.95,0
5214,1558,871,1248.2,0
5215,1513,871,1261.83,0
5216,1581,871,1262.26,0
5217,1542,871,1275.94,0
5218,1561,871,1280,0
5219,1570,871,1282.01,0
5220,1571,871,1263.77,0
5221,1587,871,1274.75,0
5222,1607,871,1266.39,0
5223,1597,871,1269.2,0
5224,1591,871,1273.33,0
5225,1602,871,1276.06,0
5226,1659,871,1287.87,0
5227,1632,871,1309.26,0
5228,1653,871,1316.38,0
5229,1653,871,1294.4,0
5230,1626,871,1299.36,0
5231,1600,871,1281.46,0
5232,1638,871,1288.37,0
5233,1655,867,1292.17,0
5234,1699,867,1254.65,0
5235,1582,867,1261.27,0
5236,1537,867,1245.73,0
5237,1504,867,1249.75,0
5238,1545,867,1241.7,0
5239,1572,867,1263.64,0
5240,1551,867,1261.64,0
5241,1539,867,1249.73,0
5242,1531,867,1250.68,0
5243,1564,867,1261.05,0
5244,1588,867,1275.48,0
5245,1593,867,1277.64,0
5246,1626,867,1279.99,0
5247,1613,867,1300.07,0
5248,1581,867,1316.11,0
5249,1604,867,1352.53,0
5250,1618,867,1346.3,0
5251,1612,867,1349.12,0
5252,1669,867,1344.7,0
5253,1651,867,1319.79,0
5254,1672,867,1314.37,0
5255,1614,867,1319.35,0
5256,1615,867,1321.77,0
5257,1658,867,1323.51,0
5258,1698,867,1327.58,0
5259,1692,867,1307.53,0
5260,1627,867,1302.33,0
5261,1747,867,1291.84,0
5262,1594,867,1297.99,0
5263,1580,867,1287.29,0
5264,1560,867,1297.93,0
5265,1578,867,1305.36,0
5266,1633,867,1314.61,0
5267,1723,867,1300.48,0
5268,1582,867,1285.46,0
5269,1543,867,1282.37,0
5270,1558,867,1281.6,0
5271,1623,867,1293.16,0
5272,1665,867,1282.56,0
5273,1712,867,1292.35,0
5274,1738,867,1297.61,0
5275,1754,867,1293.88,0
5276,1731,867,1294.33,0
5277,1743,867,1296.21,0
5278,1800,867,1295.87,0
5279,1598,867,1296.45,0
5280,1637,867,1284.16,0
5281,1637,867,1291.69,0
5282,1617,867,1297.12,0
5283,1597,867,1299.56,0
5284,1554,867,1285.07,0
5285,1594,867,1299.23,0
5286,1657,867,1302.16,0
5287,1689,867,1313.07,0
5288,1558,867,1314.08,0
5289,1585,867,1326.49,0
5290,1634,867,1333.25,0
5291,1584,867,1318.3,0
5292,1576,867,1322.11,0
5293,1573,867,1341.59,0
5294,1575,867,1338.25,0
5295,1630,867,1335.47,0
5296,1679,867,1329.66,0
5297,1619,867,1318.91,0
5298,1616,867,1309.53,0
5299,1641,867,1314.13,0
5300,1682,867,1311.36,0
5301,1746,867,1317.54,0
5302,1775,867,1315.22,0
5303,1689,867,1309.15,0
5304,1670,867,1292.68,0
5305,1707,867,1280.93,0
5306,1691,867,1274.73,0
5307,1698,867,1295.95,0
5308,1649,867,1300.78,0
5309,1647,867,1290.81,0
5310,1685,867,1307.52,0
5311,1634,867,1297.94,0
5312,1611,867,1295.41,0
5313,1651,867,1315.6,0
5314,1667,867,1311.78,0
5315,1671,867,1327.45,0
5316,1654,867,1340.48,0
5317,1673,867,1358.42,0
5318,1706,867,1365.29,0
5319,1758,867,1368.91,0
5320,1733,867,1348.97,0
5321,1763,867,1343.8,0
5322,1717,867,1335.3,0
5323,1741,867,1333.11,0
5324,1673,867,1322.14,0
5325,1691,867,1313.56,0
5326,1719,867,1306.58,0
5327,1686,867,1292.94,0
5328,1750,867,1266.31,0
5329,1585,867,1275.04,0
5330,1588,867,1279.71,0
5331,1603,867,1292.05,0
5332,1639,867,1287.45,0
5333,1632,867,1303.96,0
5334,1674,867,1282.71,0
5335,1689,867,1300.43,0
5336,1787,867,1286.41,0
5337,1630,867,1297.34,0
5338,1673,867,1296.75,0
5339,1736,867,1315.79,0
5340,1757,867,1305.26,0
5341,1758,867,1299.24,0
5342,1663,867,1283.66,0
5343,1568,867,1280,0
5344,1514,867,1267.31,0
5345,1525,867,1265.82,0
5346,1520,867,1262.5,0
5347,1515,867,1286.95,0
5348,1587,867,1283.36,0
5349,1575,867,1269.16,0
5350,1600,867,1276.82,0
5351,1619,867,1283.38,0
5352,1578,867,1289,0
5353,1566,867,1294.05,0
5354,1594,867,1278.44,0
5355,1620,867,1298.34,0
5356,1678,867,1294.62,0
5357,1639,867,1276.96,0
5358,1653,867,1294.97,0
5359,1638,867,1295,0
5360,1695,867,1296.55,0
5361,1609,867,1301.17,0
5362,1596,867,1289.93,0
5363,1609,867,1295.33,0
5364,1644,867,1314.16,0
5365,1578,867,1324.29,0
5366,1597,867,1332.11,0
5367,1701,867,1340.83,0
5368,1714,867,1352.09,0
5369,1735,867,1332.65,0
5370,1726,867,1338.6,0
5371,1684,867,1331.96,0
5372,1668,867,1352.99,0
5373,1715,867,1347.96,0
5374,1702,867,1321.17,0
5375,1741,867,1328.56,0
5376,1796,867,1342.17,0
5377,1798,867,1337.88,0
5378,1795,867,1325.02,0
5379,1737,867,1305.41,0
5380,1740,867,1315.93,0
5381,1672,867,1315.71,0
5382,1691,867,1320.57,0
5383,1721,867,1327.15,0
5384,1600,867,1322.45,0
5385,1581,867,1337.03,0
5386,1591,867,1329.32,0
5387,1600,867,1335.34,0
5388,1607,867,1329.23,0
5389,1632,867,1327.7,0
5390,1619,867,1315.87,0
5391,1591,867,1308.52,0
5392,1594,867,1309.31,0
5393,1627,867,1331.79,0
5394,1682,867,1305.99,0
5395,1588,867,1317.26,0
5396,1612,867,1311.54,0
5397,1650,867,1306.96,0
5398,1729,867,1309.59,0
5399,1727,867,1313.08,0
5400,1556,867,1318.71,0
5401,1550,867,1318.16,0
5402,1595,867,1322.91,0
5403,1561,867,1332.89,0
5404,1584,867,1335.57,0
5405,1629,867,1351.47,0
5406,1621,867,1363.22,0
5407,1636,867,1371.06,0
5408,1582,867,1369.27,0
5409,1641,867,1371.81,0
5410,1655,867,1367.95,0
5411,1668,867,1368.46,0
5412,1651,867,1380.03,0
5413,1637,867,1385.52,0
5414,1664,867,1379.4,0
5415,1735,867,1352.34,0
5416,1730,867,1323.21,0
5417,1784,867,1343.31,0
5418,1788,867,1330.72,0
5419,1617,867,1320.94,0
5420,1642,867,1307.52,0
5421,1671,867,1306.22,0
5422,1710,867,1280.31,0
5423,1720,867,1287.84,0
5424,1633,867,1273.66,0
5425,1693,867,1268.26,0
5426,1655,867,1285.16,0
5427,1663,867,1293.67,0
5428,1649,867,1316.39,0
5429,1654,867,1318.28,0
5430,1675,867,1319.19,0
5431,1652,867,1322.48,0
5432,1668,867,1323.18,0
5433,1659,867,1303.6,0
5434,1675,867,1298.44,0
5435,1590,867,1309.61,0
5436,1605,867,1295.18,0
5437,1631,867,1269.17,0
5438,1578,867,1297.58,0
5439,1567,867,1317.77,0
5440,1576,867,1326.36,0
5441,1592,867,1339.61,0
5442,1625,867,1336.91,0
5443,1691,867,1331.31,0
5444,1601,867,1318.04,0
5445,1598,867,1309.3,0
5446,1615,864,1298.3,0
5447,1572,864,1265.3,0
5448,1589,864,1284.25,0
5449,1560,864,1286.06,0
5450,1601,864,1292.2,0
5451,1576,864,1285.04,0
5452,1544,864,1268.41,0
5453,1575,864,1273.13,0
5454,1604,864,1286.06,0
5455,1611,864,1267.66,0
5456,1572,864,1255.39,0
5457,1588,864,1260.46,0
5458,1595,864,1272.51,0
5459,1594,864,1270.6,0
5460,1587,864,1276.05,0
5461,1612,864,1268.83,0
5462,1667,864,1270.69,0
5463,1664,864,1285.86,0
5464,1643,864,1290.15,0
5465,1588,864,1288.21,0
5466,1568,864,1300.12,0
5467,1577,864,1312.19,0
5468,1596,864,1306.07,0
5469,1588,864,1337.96,0
5470,1599,864,1356.49,0
5471,1627,864,1351.93,0
5472,1647,864,1347.12,0
5473,1666,864,1351.84,0
5474,1703,864,1334.22,0
5475,1698,864,1356.73,0
5476,1631,864,1353.6,0
5477,1658,864,1353.88,0
5478,1656,864,1359.57,0
5479,1663,864,1338.16,0
5480,1671,864,1333.12,0
5481,1676,864,1323.77,0
5482,1673,864,1316.29,0
5483,1617,864,1338.47,0
5484,1671,864,1334.34,0
5485,1706,864,1328.14,0
5486,1719,864,1341.61,0
5487,1678,864,1328.94,0
5488,1701,864,1334.43,0
5489,1710,864,1365.67,0
5490,1729,864,1346.53,0
5491,1691,864,1336.25,0
5492,1663,864,1332.63,0
5493,1753,864,1324.88,0
5494,1580,864,1320.64,0
5495,1551,864,1310.63,0
5496,1594,864,1303.09,0
5497,1659,864,1300.87,0
5498,1611,864,1318.08,0
5499,1598,864,1312.47,0
5500,1610,864,1294.71,0
5501,1657,864,1299.9,0
5502,1642,864,1298.08,0
5503,1663,864,1291.4,0
5504,1607,864,1271.44,0
5505,1618,864,1270.58,0
5506,1558,864,1276.97,0
5507,1549,864,1276.75,0
5508,1559,864,1292.11,0
5509,1631,864,1293.2,0
5510,1626,864,1289.59,0
5511,1605,864,1275.28,0
5512,1580,864,1264.58,0
5513,1593,864,1264.43,0
5514,1618,864,1266.54,0
5515,1605,864,1264.8,0
5516,1590,864,1267.17,0
5517,1610,864,1279.46,0
5518,1595,864,1292.1,0
5519,1574,864,1300.72,0
5520,1533,864,1300.74,0
5521,1547,864,1304.31,0
5522,1569,864,1319.56,0
5523,1589,864,1330.72,0
5524,1594,864,1332.7,0
5525,1619,864,1346.85,0
5526,1662,864,1354.63,0
5527,1695,864,1348.05,0
5528,1622,864,1334.58,0
5529,1652,864,1328.99,0
5530,1685,864,1324.42,0
5531,1674,864,1308.39,0
5532,1636,864,1294.74,0
5533,1667,864,1278.87,0
5534,1623,864,1274.33,0
5535,1689,864,1265.3,0
5536,1648,864,1283.6,0
5537,1638,864,1257.86,0
5538,1665,864,1248.9,0
5539,1568,864,1250.91,0
5540,1577,864,1244.48,0
5541,1577,864,1237.5,0
5542,1610,864,1237.02,0
5543,1654,864,1243.93,0
5544,1639,864,1240.93,0
5545,1629,864,1234.47,0
5546,1555,864,1240.97,0
5547,1628,864,1235.73,0
5548,1634,864,1241.8,0
5549,1736,864,1268.1,0
5550,1663,864,1267.76,0
5551,1664,864,1297.07,0
5552,1680,864,1284.74,0
5553,1737,864,1287.18,0
5554,1656,864,1292.63,0
5555,1667,864,1302.85,0
5556,1646,864,1301.07,0
5557,1656,864,1300.68,0
5558,1595,864,1307.65,0
5559,1529,864,1292.49,0
5560,1562,864,1288.38,0
5561,1569,864,1271.08,0
5562,1520,864,1250.22,0
5563,1579,864,1268.38,0
5564,1561,864,1268.22,0
5565,1561,864,1282.24,0
5566,1667,864,1296.81,0
5567,1573,864,1312.6,0
5568,1574,864,1292.76,0
5569,1598,864,1277.31,0
5570,1617,864,1288.67,0
5571,1614,864,1282.08,0
5572,1615,864,1263.57,0
5573,1641,864,1264.66,0
5574,1663,864,1252.59,0
5575,1668,864,1263.24,0
5576,1750,864,1256.32,0
5577,1751,864,1274.81,0
5578,1737,864,1271.54,0
5579,1522,864,1262.3,0
5580,1517,864,1253.53,0
5581,1538,864,1252.91,0
5582,1546,864,1260.95,0
5583,1568,864,1256.2,0
5584,1502,864,1256.33,0
5585,1533,864,1259.33,0
5586,1541,864,1260.38,0
5587,1546,864,1275.19,0
5588,1555,864,1270.32,0
5589,1607,864,1289.4,0
5590,1551,864,1297.67,0
5591,1569,864,1309.63,0
5592,1569,864,1307.92,0
5593,1613,864,1311.55,0
5594,1640,864,1319.09,0
5595,1708,864,1315.89,0
5596,1783,864,1315.51,0
5597,1687,864,1311.25,0
5598,1658,864,1307.6,0
5599,1639,864,1303.1,0
5600,1635,864,1286.5,0
5601,1616,864,1295.65,0
5602,1614,864,1267.76,0
5603,1637,864,1262.41,0
5604,1602,864,1259.65,0
5605,1631,864,1258.89,0
5606,1616,864,1266.76,0
5607,1668,864,1274.63,0
5608,1608,864,1287.27,0
5609,1546,864,1281.22,0
5610,1542,864,1265.35,0
5611,1631,864,1270.13,0
5612,1642,864,1279.1,0
5613,1588,864,1311.65,0
5614,1619,864,1291.05,0
5615,1605,864,1314.73,0
5616,1638,864,1310.97,0
5617,1611,864,1298.05,0
5618,1522,864,1281.79,0
5619,1520,864,1274.56,0
5620,1594,864,1273.97,0
5621,1600,864,1278.49,0
5622,1607,864,1295.02,0
5623,1648,864,1292.91,0
5624,1666,864,1273.88,0
5625,1653,864,1290.44,0
5626,1690,864,1305.55,0
5627,1699,864,1301.55,0
5628,1568,864,1305.49,0
5629,1608,864,1297.74,0
5630,1643,864,1291.24,0
5631,1700,864,1309.07,0
5632,1676,864,1312.14,0
5633,1636,864,1302.81,0
5634,1660,864,1281.95,0
5635,1761,864,1285.83,0
5636,1634,864,1278.58,0
5637,1619,864,1272.64,0
5638,1664,864,1274.86,0
5639,1680,864,1257.97,0
5640,1658,864,1273.8,0
5641,1699,864,1282.95,0
5642,1629,864,1303.15,0
5643,1667,864,1299.91,0
5644,1590,864,1285.67,0
5645,1578,864,1289.86,0
5646,1639,864,1288.09,0
5647,1650,864,1292.33,0
5648,1733,864,1290.77,0
5649,1614,864,1285.63,0
5650,1571,864,1272.02,0
5651,1584,864,1289.6,0
5652,1657,864,1294.92,0
5653,1582,864,1283.91,0
5654,1607,864,1292.65,0
5655,1637,864,1297.81,0
5656,1594,864,1295.96,0
5657,1626,864,1294.39,0
5658,1643,864,1298.09,0
5659,1675,864,1285.58,0
5660,1646,864,1281.85,0
5661,1699,864,1286.42,0
5662,1644,864,1287.24,0
5663,1609,864,1300.5,0
5664,1655,864,1310.94,0
5665,1683,864,1309.25,0
5666,1600,864,1310.91,0
5667,1589,864,1310.78,0
5668,1608,864,1299.07,0
5669,1531,864,1296.62,0
5670,1555,864,1302.95,0
5671,1629,864,1302.99,0
5672,1668,864,1305.74,0
5673,1597,864,1296.17,0
5674,1626,864,1290.41,0
5675,1613,864,1285.21,0
5676,1644,864,1275.86,0
5677,1640,864,1263.26,0
5678,1686,864,1264.3,0
5679,1682,864,1258.79,0
5680,1660,864,1268.59,0
5681,1584,864,1284.61,0
5682,1580,864,1280.51,0
5683,1582,864,1279.29,0
5684,1545,864,1300.24,0
5685,1598,864,1299.1,0
5686,1608,864,1302.97,0
5687,1638,864,1298.08,0
5688,1619,864,1287.35,0
5689,1667,864,1304.57,0
5690,1662,864,1303.6,0
5691,1677,864,1299.62,0
5692,1669,853,1317.93,0
5693,1656,853,1321.56,0
5694,1622,853,1315.63,0
5695,1656,853,1303.81,0
5696,1685,853,1317.06,0
5697,1755,853,1318.89,0
5698,1781,853,1320.54,0
5699,1730,853,1310.83,0
5700,1757,853,1316.59,0
5701,1729,853,1324.8,0
5702,1725,853,1338.44,0
5703,1778,853,1333.52,0
5704,1873,853,1349.3,0
5705,1856,853,1347.92,0
5706,1807,853,1326.34,0
5707,1706,853,1313.86,0
5708,1618,853,1309,0
5709,1609,853,1302.38,0
5710,1676,853,1304.42,0
5711,1639,853,1285.08,0
5712,1581,853,1295.69,0
5713,1576,853,1282.84,0
5714,1581,853,1274.93,0
5715,1609,853,1263.04,0
5716,1616,853,1258.36,0
5717,1649,853,1254.4,0
5718,1651,853,1255.73,0
5719,1700,853,1246.7,0
5720,1698,853,1258.83,0
5721,1703,853,1260.68,0
5722,1761,853,1270.25,0
5723,1778,853,1279.24,0
5724,1730,853,1262.55,0
5725,1627,853,1267.15,0
5726,1620,853,1257.96,0
5727,1689,853,1282.25,0
5728,1683,853,1270.93,0
5729,1688,853,1286.46,0
5730,1692,853,1297.07,0
5731,1734,853,1274.54,0
5732,1615,853,1260.96,0
5733,1528,853,1273.44,0
5734,1566,853,1273.32,0
5735,1601,853,1284.99,0
5736,1602,853,1271.31,0
5737,1566,853,1280.52,0
5738,1650,853,1293.95,0
5739,1680,853,1287.05,0
5740,1719,853,1306.14,0
5741,1784,853,1315.68,0
5742,1815,853,1310.59,0
5743,1583,853,1305.9,0
5744,1616,853,1313.74,0
5745,1696,853,1311.31,0
5746,1697,853,1325.53,0
5747,1722,853,1334.83,0
5748,1739,853,1340.71,0
5749,1736,853,1347.52,0
5750,1681,853,1329.85,0
5751,1667,853,1303.46,0
5752,1644,853,1309.92,0
5753,1652,853,1306.87,0
5754,1642,853,1313.67,0
5755,1675,853,1286.47,0
5756,1687,853,1292.52,0
5757,1761,853,1292.97,0
5758,1806,853,1265.14,0
5759,1618,853,1252.19,0
5760,1644,853,1262.77,0
5761,1649,853,1241.86,0
5762,1669,853,1257.57,0
5763,1687,853,1266.81,0
5764,1644,853,1243.13,0
5765,1583,853,1244.36,0
5766,1601,853,1249.4,0
5767,1528,853,1253.45,0
5768,1593,853,1247.64,0
5769,1646,853,1247.92,0
5770,1601,853,1250.9,0
5771,1643,853,1266.04,0
5772,1620,853,1287.22,0
5773,1617,853,1302.7,0
5774,1581,853,1317.45,0
5775,1591,853,1326.42,0
5776,1591,853,1331.29,0
5777,1583,853,1340.59,0
5778,1567,853,1336.86,0
5779,1571,853,1329.81,0
5780,1649,853,1332.61,0
5781,1570,853,1331.28,0
5782,1663,853,1341.17,0
5783,1628,853,1328.82,0
5784,1585,853,1321.24,0
5785,1564,853,1295.84,0
5786,1606,853,1291.43,0
5787,1569,853,1290.71,0
5788,1630,853,1305.5,0
5789,1634,853,1288.85,0
5790,1665,853,1285.43,0
5791,1685,853,1288.71,0
5792,1660,853,1280.82,0
5793,1652,853,1270.9,0
5794,1646,853,1264.35,0
5795,1568,853,1262.25,0
5796,1632,853,1279.17,0
5797,1649,853,1282.75,0
5798,1573,853,1286.64,0
5799,1546,853,1304.06,0
5800,1562,853,1292.17,0
5801,1610,853,1286.14,0
5802,1593,853,1294.19,0
5803,1588,853,1269.5,0
5804,1582,853,1262.57,0
5805,1615,853,1252.81,0
5806,1574,853,1272.23,0
5807,1563,853,1276.27,0
5808,1539,853,1286.12,0
5809,1631,853,1292.38,0
5810,1632,853,1287.16,0
5811,1537,853,1291.9,0
5812,1624,853,1292.94,0
5813,1586,853,1287.18,0
5814,1555,852,1272.43,0
5815,1584,852,1284.94,0
5816,1573,852,1283.53,0
5817,1600,852,1271.67,0
5818,1598,852,1293.01,0
5819,1614,852,1285.95,0
5820,1595,852,1308.87,0
5821,1691,852,1312.06,0
5822,1640,852,1328.43,0
5823,1674,852,1346.24,0
5824,1609,852,1334.37,0
5825,1660,852,1319.04,0
5826,1684,852,1294.53,0
5827,1652,852,1319.21,0
5828,1673,852,1333.52,0
5829,1660,852,1318.95,0
5830,1658,852,1315.15,0
5831,1648,852,1325.49,0
5832,1688,852,1329.85,0
5833,1628,852,1333.28,0
5834,1614,852,1359.7,0
5835,1630,852,1348.55,0
5836,1672,852,1349.15,0
5837,1792,852,1353.77,0
5838,1794,852,1365.52,0
5839,1696,852,1376.25,0
5840,1680,852,1340.93,0
5841,1732,852,1341.75,0
5842,1783,852,1332.04,0
5843,1699,852,1350.04,0
5844,1745,852,1327.29,0
5845,1703,852,1327.39,0
5846,1714,852,1304.92,0
5847,1748,852,1329.79,0
5848,1762,846,1333.11,0
5849,1689,846,1330.11,0
5850,1672,846,1309.94,0
5851,1678,846,1313.78,0
5852,1697,846,1280.6,0
5853,1627,846,1251.03,0
5854,1624,846,1262.83,0
5855,1667,846,1237.9,0
5856,1608,846,1242.04,0
5857,1664,846,1245.47,0
5858,1578,846,1230.95,0
5859,1573,846,1233.15,0
5860,1603,846,1254.38,0
5861,1673,846,1252.52,0
5862,1710,846,1263.13,0
5863,1590,846,1249.49,0
5864,1599,846,1260.99,0
5865,1606,846,1278.18,0
5866,1544,846,1277.34,0
5867,1604,846,1282.05,0
5868,1585,846,1294.14,0
5869,1565,846,1292.73,0
5870,1524,846,1302.07,0
5871,1551,846,1300.52,0
5872,1587,846,1283.57,0
5873,1681,846,1320.4,0
5874,1680,846,1327.98,0
5875,1556,846,1319.56,0
5876,1634,846,1314.91,0
5877,1684,846,1321.96,0
5878,1520,846,1324.85,0
5879,1612,846,1323.23,0
5880,1660,846,1325.45,0
5881,1589,846,1319.14,0
5882,1548,846,1301.81,0
5883,1600,846,1311.73,0
5884,1658,846,1294.02,0
5885,1682,846,1282.08,0
5886,1702,846,1253.41,0
5887,1721,846,1279.81,0
5888,1606,846,1258.78,0
5889,1747,846,1264.23,0
5890,1668,846,1277.42,0
5891,1630,846,1289.78,0
5892,1641,846,1288.94,0
5893,1613,846,1291.32,0
5894,1666,846,1285.99,0
5895,1685,846,1278.8,0
5896,1652,846,1276.79,0
5897,1632,846,1322.6,0
5898,1633,846,1326.94,0
5899,1678,846,1326.79,0
5900,1674,846,1309.47,0
5901,1635,846,1303.37,0
5902,1712,846,1318.29,0
5903,1631,846,1340.8,0
5904,1700,846,1339.6,0
5905,1733,846,1358.33,0
5906,1731,846,1364.04,0
5907,1717,846,1369.18,0
5908,1689,846,1371.86,0
5909,1683,846,1381.59,0
5910,1717,846,1396.89,0
5911,1740,846,1408.51,0
5912,1739,846,1385.12,0
5913,1759,846,1362.62,0
5914,1795,846,1340.02,0
5915,1819,846,1320.37,0
5916,1847,846,1322.61,0
5917,1850,846,1314.98,0
5918,1627,846,1320.39,0
5919,1679,846,1335.73,0
5920,1694,846,1326.65,0
5921,1602,846,1322.41,0
5922,1640,846,1296.04,0
5923,1650,846,1265.33,0
5924,1655,846,1268.98,0
5925,1676,846,1278.23,0
5926,1683,846,1262.87,0
5927,1718,846,1251.45,0
5928,1644,846,1239.77,0
5929,1671,846,1243.35,0
5930,1668,846,1250.87,0
5931,1533,846,1251.17,0
5932,1564,846,1239.63,0
5933,1561,846,1238.37,0
5934,1536,846,1217.44,0
5935,1558,846,1206.84,0
5936,1518,846,1225.39,0
5937,1584,846,1245.74,0
5938,1603,846,1249.46,0
5939,1600,846,1254.28,0
5940,1723,846,1284.72,0
5941,1634,846,1294.46,0
5942,1670,846,1298.88,0
5943,1728,846,1278.59,0
5944,1624,846,1267.72,0
5945,1646,846,1276.51,0
5946,1688,846,1265.46,0
5947,1589,846,1267.99,0
5948,1570,846,1226.82,0
5949,1558,846,1225.18,0
5950,1540,846,1225.62,0
5951,1533,846,1216.33,0
5952,1540,846,1221.49,0
5953,1513,846,1224.87,0
5954,1485,846,1234.18,0
5955,1514,846,1243.25,0
5956,1527,846,1250.07,0
5957,1574,846,1251.63,0
5958,1556,846,1262.99,0
5959,1542,846,1253.53,0
5960,1583,846,1271.5,0
5961,1578,846,1265.53,0
