Generation,Min,Max,Mean,Evals
456,64,31,46.2372,0
457,64,31,46.3525,0
458,66,31,45.912,0
459,65,31,45.1638,0
460,67,31,44.7757,0
461,66,31,44.5779,0
462,65,31,45.3751,0
463,66,31,45.7714,0
464,68,31,45.0104,0
465,67,31,43.7589,0
466,66,31,43.9958,0
467,73,31,44.6944,0
468,73,31,43.7417,0
469,72,31,44.7034,0
470,72,31,45.0069,0
471,72,31,45.4418,0
472,65,31,45.4278,0
473,65,31,45.1124,0
474,65,31,45.5669,0
475,65,31,44.7596,0
476,64,31,45.6811,0
477,64,31,44.6656,0
478,61,31,44.7223,0
479,63,31,43.6971,0
480,64,31,44.7123,0
481,63,31,45.0743,0
482,67,31,45.0734,0
483,72,31,44.4891,0
484,72,31,44.5604,0
485,67,31,43.917,0
486,67,31,44.1889,0
487,67,31,45.3186,0
488,68,31,44.8876,0
489,68,31,44.8872,0
490,67,31,44.5552,0
491,67,31,45.2605,0
492,66,31,45.2847,0
493,66,31,45.145,0
494,66,31,44.9743,0
495,66,31,45.0144,0
496,62,31,45.6439,0
497,61,31,44.9229,0
498,68,31,43.8121,0
499,68,31,44.9264,0
500,68,31,45.2272,0
501,68,31,44.1255,0
502,68,31,44.3591,0
503,66,31,44.144,0
504,64,31,43.3541,0
505,67,31,43.3065,0
506,64,31,44.2166,0
507,65,31,43.5172,0
508,66,31,43.9631,0
509,66,31,44.4842,0
510,62,31,45.1249,0
511,69,31,44.1385,0
512,69,31,44.1012,0
513,69,31,42.8672,0
514,63,31,43.4214,0
515,62,31,43.8413,0
516,69,31,44.9998,0
517,63,31,45.2394,0
518,65,31,45.9511,0
519,71,31,44.8123,0
520,71,31,45.773,0
521,67,31,47.0334,0
522,64,31,46.4289,0
523,61,31,46.8757,0
524,74,31,47.3714,0
525,62,31,47.1318,0
526,63,31,46.995,0
527,65,31,45.7572,0
528,67,31,46.8825,0
529,65,31,45.8429,0
530,62,31,44.9406,0
531,62,31,45.1082,0
532,62,31,45.4909,0
533,66,31,45.4273,0
534,62,31,45.0729,0
535,62,31,45.2209,0
536,63,31,46.0286,0
537,66,31,46.7284,0
538,69,31,47.0091,0
539,64,31,46.8295,0
540,61,31,46.4256,0
541,65,31,46.1945,0
542,62,31,45.502,0
543,68,31,45.0022,0
544,67,31,45.153,0
545,65,31,45.5626,0
546,63,31,45.9419,0
547,62,31,45.7129,0
548,63,31,45.1365,0
549,64,31,44.4377,0
550,68,31,45.0437,0
551,68,31,44.0897,0
552,64,31,44.5264,0
553,63,31,45.318,0
554,65,31,45.983,0
555,61,31,45.6227,0
556,67,31,45.514,0
557,67,31,45.7204,0
558,64,31,45.4857,0
559,66,31,45.6125,0
560,69,31,44.9393,0
561,71,31,46.4902,0
562,68,31,46.397,0
563,69,31,46.3932,0
564,67,31,46.3962,0
565,69,31,45.0084,0
566,73,31,45.5573,0
567,67,31,45.6476,0
568,68,31,44.9866,0
569,61,31,43.7797,0
570,66,31,44.1563,0
571,65,31,43.7943,0
572,66,31,44.675,0
573,66,31,44.0441,0
574,74,31,44.9628,0
575,74,31,44.6802,0
576,67,31,44.9566,0
577,65,31,44.3927,0
578,59,31,45.6693,0
579,69,31,44.6005,0
580,60,31,45.0561,0
581,61,31,44.9835,0
582,66,31,45.033,0
583,64,31,45.5442,0
584,68,31,45.0827,0
585,68,31,45.0008,0
586,69,31,46.064,0
587,73,31,47.5221,0
588,70,31,46.1981,0
589,72,31,45.943,0
590,61,31,44.6751,0
591,66,31,46.6219,0
592,65,31,46.5315,0
593,65,31,46.528,0
594,61,31,46.3643,0
595,62,31,46.186,0
596,62,31,45.9708,0
597,68,31,46.391,0
598,70,31,46.2942,0
599,66,31,45.7447,0
600,67,31,45.3747,0
601,62,31,45.3832,0
602,63,31,44.2431,0
603,59,31,44.566,0
604,61,31,44.4495,0
605,65,31,44.3156,0
606,66,31,45.2866,0
607,62,31,44.5033,0
608,66,31,44.2143,0
609,66,31,44.6645,0
610,66,31,44.8907,0
611,62,31,45.0557,0
612,61,31,44.9816,0
613,64,31,44.916,0
614,65,31,44.0316,0
615,65,31,44.15,0
616,63,31,45.0573,0
617,63,31,46.1252,0
618,65,31,45.8401,0
619,65,31,45.4834,0
620,61,31,45.63,0
621,64,31,45.5702,0
622,65,31,45.4009,0
623,71,31,46.3293,0
624,73,31,45.9913,0
625,65,31,45.6296,0
626,66,31,45.2141,0
627,66,31,44.1337,0
628,60,31,44.0087,0
629,66,31,43.8961,0
630,66,31,44.0038,0
631,64,31,43.7653,0
632,71,31,43.7311,0
633,72,31,44.0141,0
634,63,31,44.932,0
635,68,31,46.0437,0
636,75,31,46.9047,0
637,69,31,46.6192,0
638,64,31,46.5555,0
639,67,31,43.6053,0
640,63,31,44.2775,0
641,65,31,43.8265,0
642,69,31,43.773,0
643,69,31,43.9855,0
644,64,31,44.8949,0
645,60,31,44.1784,0
646,68,31,44.5008,0
647,68,31,45.4382,0
648,73,31,46.4081,0
649,72,31,45.896,0
650,72,31,46.9453,0
651,71,31,47.2328,0
652,72,31,47.1571,0
653,60,31,46.0322,0
654,62,31,46.1216,0
655,63,31,45.3407,0
656,62,31,44.6056,0
657,66,31,45.3417,0
658,66,31,44.6439,0
659,66,31,44.3289,0
660,70,31,44.3846,0
661,65,31,44.4083,0
662,67,31,45.3282,0
663,67,31,45.1623,0
664,63,31,45.774,0
665,63,31,45.9089,0
666,63,31,44.9882,0
667,64,31,45.209,0
668,69,31,45.204,0
669,69,31,46.2515,0
670,69,31,45.9819,0
671,67,31,46.404,0
672,63,31,45.1709,0
673,64,31,45.8162,0
674,63,31,45.7921,0
675,66,31,44.9901,0
676,69,31,46.0229,0
677,66,31,45.8503,0
678,65,31,46.0798,0
679,63,31,45.5976,0
680,65,31,45.633,0
681,62,31,46.6213,0
682,64,31,45.7542,0
683,66,31,45.325,0
684,68,31,46.2013,0
685,71,31,45.8646,0
686,71,31,46.7698,0
687,71,31,46.1317,0
688,68,31,46.842,0
689,70,31,46.9707,0
690,72,31,47.0141,0
691,63,31,45.8678,0
692,61,31,46.8013,0
693,66,31,47.5511,0
694,66,31,47.4536,0
695,64,31,47.7882,0
696,61,31,46.4422,0
697,61,31,45.6984,0
698,63,31,44.9295,0
699,64,31,44.8638,0
700,63,31,44.6697,0
701,66,31,44.242,0
702,66,31,45.1898,0
703,65,31,44.402,0
704,57,31,43.907,0
705,65,31,44.5503,0
706,65,31,46.2104,0
707,64,31,46.2952,0
708,64,31,46.6752,0
709,65,31,45.643,0
710,66,31,45.6355,0
711,64,31,45.7934,0
712,62,31,45.1494,0
713,68,31,45.9589,0
714,67,31,44.6592,0
715,71,31,44.7592,0
716,57,31,43.698,0
717,59,31,44.3223,0
718,64,31,44.0649,0
719,64,31,44.6089,0
720,62,31,44.0808,0
721,63,31,43.752,0
722,60,31,43.8396,0
723,60,31,43.9793,0
724,66,31,44.03,0
725,66,31,44.1491,0
726,61,31,43.4462,0
727,64,31,44.2572,0
728,64,31,45.1304,0
729,67,31,44.8953,0
730,64,31,45.1434,0
731,71,31,45.6085,0
732,66,31,45.4882,0
733,64,31,45.7078,0
734,68,31,45.2301,0
735,62,31,45.574,0
736,61,31,45.0036,0
737,65,31,44.3494,0
738,66,31,44.5046,0
739,66,31,43.7787,0
740,66,31,43.7653,0
741,62,31,43.1812,0
742,61,31,43.4404,0
743,62,31,43.1634,0
744,60,31,42.9058,0
745,62,31,43.6081,0
746,62,31,43.5679,0
747,66,31,43.8971,0
748,67,31,44.0705,0
749,69,31,45.1424,0
750,67,31,44.7749,0
751,62,31,45.0088,0
752,65,31,45.4151,0
753,64,31,45.2868,0
754,64,31,46.5019,0
755,61,31,46.0143,0
756,68,31,45.6241,0
757,66,31,44.5289,0
758,66,31,45.5748,0
759,65,31,45.8355,0
760,64,31,45.5946,0
761,65,31,46.3533,0
762,68,31,46.1041,0
763,65,31,46.2137,0
764,65,31,46.5277,0
765,66,31,46.5223,0
766,65,31,47.2966,0
767,63,31,47.3371,0
768,64,31,46.201,0
769,66,31,46.5274,0
770,67,31,46.5093,0
771,65,31,45.3286,0
772,60,31,45.4585,0
773,58,31,45.464,0
774,60,31,46.3927,0
775,62,31,46.18,0
776,60,31,45.1871,0
777,62,31,45.7568,0
778,63,31,46.163,0
779,66,31,45.918,0
780,61,31,45.279,0
781,64,31,45.8397,0
782,62,31,45.2136,0
783,65,31,44.1499,0
784,64,31,44.7198,0
785,65,31,45.1788,0
786,66,31,45.3081,0
787,62,31,44.4213,0
788,62,31,44.7075,0
789,65,31,45.3376,0
790,65,31,45.662,0
791,61,31,46.0261,0
792,59,31,46.6826,0
793,63,31,46.1249,0
794,63,31,46.2315,0
795,64,31,46.3835,0
796,66,31,47.005,0
797,66,31,46.7553,0
798,71,31,47.1737,0
799,71,31,46.5686,0
800,77,31,46.5853,0
801,65,31,45.5639,0
802,65,31,44.7316,0
803,66,31,44.5855,0
804,60,31,43.6853,0
805,63,31,44.0446,0
806,67,31,43.9269,0
807,72,31,44.1039,0
808,65,31,42.7882,0
809,65,31,43.3652,0
810,64,31,44.3803,0
811,64,31,45.1895,0
812,67,31,44.5994,0
813,64,31,44.51,0
814,63,31,44.1465,0
815,63,31,44.7883,0
816,65,31,43.9948,0
817,63,31,44.6397,0
818,67,31,44.8962,0
819,64,31,43.8173,0
820,65,31,44.1354,0
821,66,31,44.9417,0
822,66,31,43.3881,0
823,61,31,43.6174,0
824,65,31,43.6768,0
825,62,31,43.3192,0
826,66,31,44.5459,0
827,68,31,43.6921,0
828,70,31,43.9098,0
829,68,31,43.8782,0
830,61,31,43.2011,0
831,67,31,44.5376,0
832,61,31,44.2182,0
833,61,31,45.5356,0
834,68,31,46.1493,0
835,67,31,46.5032,0
836,67,31,47.0395,0
837,65,31,46.4115,0
838,64,31,45.3844,0
839,64,31,44.5697,0
840,64,31,45.3065,0
841,68,31,44.8871,0
842,64,31,44.904,0
843,67,31,43.9403,0
844,70,31,44.5295,0
845,71,31,44.2604,0
846,69,31,44.7552,0
847,69,31,44.5645,0
848,71,31,44.1499,0
849,68,31,43.9029,0
850,67,31,43.0665,0
851,59,31,43.8855,0
852,69,31,43.7103,0
853,73,31,44.8178,0
854,71,31,45.035,0
855,71,31,45.3691,0
856,66,31,44.042,0
857,68,31,44.9503,0
858,70,31,44.2421,0
859,69,31,45.2106,0
860,69,31,45.2252,0
861,69,31,44.8009,0
862,64,31,44.1542,0
863,67,31,45.374,0
864,66,31,45.0831,0
865,61,31,45.0716,0
866,63,31,45.8245,0
867,65,31,45.4819,0
868,66,31,45.1472,0
869,60,31,44.9295,0
870,57,31,45.3016,0
871,59,31,45.6338,0
872,66,31,45.3124,0
873,65,31,45.016,0
874,65,31,43.994,0
875,61,31,43.8094,0
876,64,31,44.5226,0
877,64,31,44.5839,0
878,58,31,43.8784,0
879,60,31,44.3939,0
880,65,31,45.7636,0
881,61,31,45.0656,0
882,61,31,45.6416,0
883,63,31,46.8817,0
884,67,31,46.8856,0
885,62,31,46.5356,0
886,64,31,46.6611,0
887,67,31,45.7566,0
888,65,31,45.7154,0
889,68,31,44.2922,0
890,68,31,44.2712,0
891,61,31,43.9769,0
892,68,31,44.6801,0
893,64,31,45.7495,0
894,67,31,45.573,0
895,63,31,46.4472,0
896,66,31,46.2675,0
897,65,31,45.5718,0
898,65,31,45.0374,0
899,64,31,44.3849,0
900,64,31,45.3555,0
901,66,31,45.0625,0
902,66,31,44.4964,0
903,67,31,43.6623,0
904,61,31,42.9594,0
905,62,31,43.205,0
906,66,31,43.9857,0
907,64,31,44.5379,0
908,64,31,45.3351,0
909,62,31,44.8941,0
910,65,31,44.752,0
911,59,31,44.2865,0
912,60,31,44.5934,0
913,60,31,44.541,0
914,61,31,44.7021,0
915,60,31,45.1101,0
916,61,31,44.3228,0
917,65,31,43.7295,0
918,62,31,43.8939,0
919,66,31,44.8451,0
920,66,31,45.2534,0
921,65,31,43.9098,0
922,63,30,42.6875,0
923,66,30,43.0651,0
924,63,30,43.4828,0
925,65,30,44.1057,0
926,66,30,43.3174,0
927,70,30,44.1306,0
928,70,30,44.2549,0
929,70,30,45.176,0
930,64,30,45.1283,0
931,65,30,44.5666,0
932,61,30,45.2307,0
933,65,30,45.374,0
934,66,30,45.4799,0
935,75,30,46.576,0
936,74,30,45.7319,0
937,66,30,46.2374,0
938,61,30,46.8644,0
939,62,30,46.9538,0
940,75,30,47.21,0
941,71,30,46.6978,0
942,70,30,46.1296,0
943,74,30,46.4738,0
944,64,30,46.2676,0
945,64,30,46.4282,0
946,72,30,47.2413,0
947,72,30,47.9254,0
948,67,30,47.0197,0
949,64,30,46.2512,0
950,60,30,46.3032,0
951,62,30,46.586,0
952,64,30,46.7487,0
953,67,30,47.1596,0
954,71,30,46.8613,0
955,64,30,46.6159,0
956,63,30,45.6428,0
957,63,30,45.7126,0
958,65,30,45.9224,0
959,62,30,45.2072,0
960,67,30,44.3248,0
961,76,30,43.9109,0
962,65,30,44.4545,0
963,66,30,43.7529,0
964,71,30,43.1563,0
965,71,30,42.8142,0
966,71,30,43.5971,0
967,64,30,44.0601,0
968,65,30,43.2767,0
969,57,30,42.7493,0
970,66,30,43.6751,0
971,65,30,43.718,0
972,63,30,44.1708,0
973,65,30,45.6339,0
974,68,30,45.8569,0
975,78,30,45.186,0
976,69,30,44.5972,0
977,65,30,43.3773,0
978,64,30,44.4182,0
979,65,30,43.272,0
980,65,30,44.6705,0
981,70,30,44.789,0
982,63,30,43.9078,0
983,59,30,44.137,0
984,62,30,43.7123,0
985,68,30,44.7664,0
986,68,30,44.729,0
987,68,30,44.51,0
988,62,30,41.7425,0
989,68,30,42.2975,0
990,68,30,42.6335,0
991,59,30,42.1335,0
992,67,30,43.652,0
993,65,30,44.1012,0
994,63,30,44.4145,0
995,68,30,44.4692,0
996,65,30,44.1216,0
997,64,30,43.5545,0
998,58,30,42.9337,0
999,64,30,43.9305,0
1000,66,30,45.5602,0
1001,67,30,45.4266,0
1002,66,30,45.4835,0
1003,68,30,45.6823,0
1004,61,30,45.9971,0
1005,59,30,45.1766,0
1006,67,30,45.9364,0
1007,64,30,46.2153,0
1008,60,30,46.0187,0
1009,70,30,45.167,0
1010,63,30,45.1492,0
1011,66,30,45.4183,0
1012,64,30,46.2367,0
1013,63,30,47.157,0
1014,65,30,46.4482,0
1015,64,30,45.7857,0
1016,63,30,44.7067,0
1017,67,30,46.0094,0
1018,67,30,46.5105,0
1019,68,30,47.3259,0
1020,68,30,46.9647,0
1021,65,30,46.5371,0
1022,63,30,46.1332,0
1023,65,30,45.4447,0
1024,66,30,44.901,0
1025,68,30,45.8294,0
1026,65,30,45.4287,0
1027,68,30,44.095,0
1028,63,30,44.1429,0
1029,63,30,43.9396,0
1030,68,30,43.5125,0
1031,68,30,44.4397,0
1032,66,30,43.7199,0
1033,60,30,42.594,0
1034,60,30,42.3982,0
1035,62,30,43.7942,0
1036,70,30,44.2596,0
1037,66,30,43.7238,0
1038,65,30,44.709,0
1039,67,30,45.3053,0
1040,69,30,44.4481,0
1041,61,30,44.2032,0
1042,62,30,44.3284,0
1043,61,30,43.9433,0
1044,61,30,43.489,0
1045,64,30,44.1776,0
1046,61,30,44.1173,0
1047,65,30,43.6187,0
1048,62,30,43.6846,0
1049,63,30,43.8648,0
1050,64,30,42.6558,0
1051,57,30,42.3478,0
1052,68,30,42.1157,0
1053,60,30,42.6988,0
1054,60,30,43.109,0
1055,69,30,42.7555,0
1056,63,30,42.9724,0
1057,64,30,43.0592,0
1058,64,30,44.5259,0
1059,65,30,44.7541,0
1060,68,30,45.1454,0
1061,68,30,45.9503,0
1062,67,30,46.6381,0
1063,64,30,45.8676,0
1064,65,30,45.9278,0
1065,65,30,45.2365,0
1066,67,30,45.5422,0
1067,68,30,45.8349,0
1068,66,30,45.2767,0
1069,65,30,46.0377,0
1070,62,30,45.1226,0
