Generation,Min,Max,Mean
690,-nan(ind),-nan(ind),-nan(ind)
691,-nan(ind),-nan(ind),-nan(ind)
692,-nan(ind),-nan(ind),-nan(ind)
693,-nan(ind),-nan(ind),-nan(ind)
694,-nan(ind),-nan(ind),-nan(ind)
695,-nan(ind),-nan(ind),-nan(ind)
696,-nan(ind),-nan(ind),-nan(ind)
697,-nan(ind),-nan(ind),-nan(ind)
698,-nan(ind),-nan(ind),-nan(ind)
699,-nan(ind),-nan(ind),-nan(ind)
700,-nan(ind),-nan(ind),-nan(ind)
701,-nan(ind),-nan(ind),-nan(ind)
702,-nan(ind),-nan(ind),-nan(ind)
703,-nan(ind),-nan(ind),-nan(ind)
704,-nan(ind),-nan(ind),-nan(ind)
705,-nan(ind),-nan(ind),-nan(ind)
706,-nan(ind),-nan(ind),-nan(ind)
707,-nan(ind),-nan(ind),-nan(ind)
708,-nan(ind),-nan(ind),-nan(ind)
709,-nan(ind),-nan(ind),-nan(ind)
710,-nan(ind),-nan(ind),-nan(ind)
711,-nan(ind),-nan(ind),-nan(ind)
712,-nan(ind),-nan(ind),-nan(ind)
713,-nan(ind),-nan(ind),-nan(ind)
714,-nan(ind),-nan(ind),-nan(ind)
715,-nan(ind),-nan(ind),-nan(ind)
716,-nan(ind),-nan(ind),-nan(ind)
717,-nan(ind),-nan(ind),-nan(ind)
718,-nan(ind),-nan(ind),-nan(ind)
719,-nan(ind),-nan(ind),-nan(ind)
720,-nan(ind),-nan(ind),-nan(ind)
721,-nan(ind),-nan(ind),-nan(ind)
722,-nan(ind),-nan(ind),-nan(ind)
723,-nan(ind),-nan(ind),-nan(ind)
724,-nan(ind),-nan(ind),-nan(ind)
725,-nan(ind),-nan(ind),-nan(ind)
726,-nan(ind),-nan(ind),-nan(ind)
727,-nan(ind),-nan(ind),-nan(ind)
728,-nan(ind),-nan(ind),-nan(ind)
729,-nan(ind),-nan(ind),-nan(ind)
730,-nan(ind),-nan(ind),-nan(ind)
731,-nan(ind),-nan(ind),-nan(ind)
732,-nan(ind),-nan(ind),-nan(ind)
733,-nan(ind),-nan(ind),-nan(ind)
734,-nan(ind),-nan(ind),-nan(ind)
735,-nan(ind),-nan(ind),-nan(ind)
736,-nan(ind),-nan(ind),-nan(ind)
737,-nan(ind),-nan(ind),-nan(ind)
738,-nan(ind),-nan(ind),-nan(ind)
739,-nan(ind),-nan(ind),-nan(ind)
740,-nan(ind),-nan(ind),-nan(ind)
741,-nan(ind),-nan(ind),-nan(ind)
742,-nan(ind),-nan(ind),-nan(ind)
743,-nan(ind),-nan(ind),-nan(ind)
744,-nan(ind),-nan(ind),-nan(ind)
745,-nan(ind),-nan(ind),-nan(ind)
746,-nan(ind),-nan(ind),-nan(ind)
747,-nan(ind),-nan(ind),-nan(ind)
748,-nan(ind),-nan(ind),-nan(ind)
749,-nan(ind),-nan(ind),-nan(ind)
750,-nan(ind),-nan(ind),-nan(ind)
751,-nan(ind),-nan(ind),-nan(ind)
752,-nan(ind),-nan(ind),-nan(ind)
753,-nan(ind),-nan(ind),-nan(ind)
754,-nan(ind),-nan(ind),-nan(ind)
755,-nan(ind),-nan(ind),-nan(ind)
756,-nan(ind),-nan(ind),-nan(ind)
757,-nan(ind),-nan(ind),-nan(ind)
758,-nan(ind),-nan(ind),-nan(ind)
759,-nan(ind),-nan(ind),-nan(ind)
760,-nan(ind),-nan(ind),-nan(ind)
761,-nan(ind),-nan(ind),-nan(ind)
762,-nan(ind),-nan(ind),-nan(ind)
763,-nan(ind),-nan(ind),-nan(ind)
764,-nan(ind),-nan(ind),-nan(ind)
765,-nan(ind),-nan(ind),-nan(ind)
766,-nan(ind),-nan(ind),-nan(ind)
767,-nan(ind),-nan(ind),-nan(ind)
768,-nan(ind),-nan(ind),-nan(ind)
769,-nan(ind),-nan(ind),-nan(ind)
770,-nan(ind),-nan(ind),-nan(ind)
771,-nan(ind),-nan(ind),-nan(ind)
772,-nan(ind),-nan(ind),-nan(ind)
773,-nan(ind),-nan(ind),-nan(ind)
774,-nan(ind),-nan(ind),-nan(ind)
775,-nan(ind),-nan(ind),-nan(ind)
776,-nan(ind),-nan(ind),-nan(ind)
777,-nan(ind),-nan(ind),-nan(ind)
778,-nan(ind),-nan(ind),-nan(ind)
779,-nan(ind),-nan(ind),-nan(ind)
780,-nan(ind),-nan(ind),-nan(ind)
781,-nan(ind),-nan(ind),-nan(ind)
782,-nan(ind),-nan(ind),-nan(ind)
783,-nan(ind),-nan(ind),-nan(ind)
784,-nan(ind),-nan(ind),-nan(ind)
785,-nan(ind),-nan(ind),-nan(ind)
786,-nan(ind),-nan(ind),-nan(ind)
787,-nan(ind),-nan(ind),-nan(ind)
788,-nan(ind),-nan(ind),-nan(ind)
789,-nan(ind),-nan(ind),-nan(ind)
790,-nan(ind),-nan(ind),-nan(ind)
791,-nan(ind),-nan(ind),-nan(ind)
792,-nan(ind),-nan(ind),-nan(ind)
793,-nan(ind),-nan(ind),-nan(ind)
794,-nan(ind),-nan(ind),-nan(ind)
795,-nan(ind),-nan(ind),-nan(ind)
796,-nan(ind),-nan(ind),-nan(ind)
797,-nan(ind),-nan(ind),-nan(ind)
798,-nan(ind),-nan(ind),-nan(ind)
799,-nan(ind),-nan(ind),-nan(ind)
800,-nan(ind),-nan(ind),-nan(ind)
801,-nan(ind),-nan(ind),-nan(ind)
802,-nan(ind),-nan(ind),-nan(ind)
803,-nan(ind),-nan(ind),-nan(ind)
804,-nan(ind),-nan(ind),-nan(ind)
805,-nan(ind),-nan(ind),-nan(ind)
806,-nan(ind),-nan(ind),-nan(ind)
807,-nan(ind),-nan(ind),-nan(ind)
808,-nan(ind),-nan(ind),-nan(ind)
809,-nan(ind),-nan(ind),-nan(ind)
810,-nan(ind),-nan(ind),-nan(ind)
811,-nan(ind),-nan(ind),-nan(ind)
812,-nan(ind),-nan(ind),-nan(ind)
813,-nan(ind),-nan(ind),-nan(ind)
814,-nan(ind),-nan(ind),-nan(ind)
815,-nan(ind),-nan(ind),-nan(ind)
816,-nan(ind),-nan(ind),-nan(ind)
817,-nan(ind),-nan(ind),-nan(ind)
818,-nan(ind),-nan(ind),-nan(ind)
819,-nan(ind),-nan(ind),-nan(ind)
820,-nan(ind),-nan(ind),-nan(ind)
821,-nan(ind),-nan(ind),-nan(ind)
822,-nan(ind),-nan(ind),-nan(ind)
823,-nan(ind),-nan(ind),-nan(ind)
824,-nan(ind),-nan(ind),-nan(ind)
825,-nan(ind),-nan(ind),-nan(ind)
826,-nan(ind),-nan(ind),-nan(ind)
827,-nan(ind),-nan(ind),-nan(ind)
828,-nan(ind),-nan(ind),-nan(ind)
829,-nan(ind),-nan(ind),-nan(ind)
830,-nan(ind),-nan(ind),-nan(ind)
831,-nan(ind),-nan(ind),-nan(ind)
832,-nan(ind),-nan(ind),-nan(ind)
833,-nan(ind),-nan(ind),-nan(ind)
834,-nan(ind),-nan(ind),-nan(ind)
835,-nan(ind),-nan(ind),-nan(ind)
836,-nan(ind),-nan(ind),-nan(ind)
837,-nan(ind),-nan(ind),-nan(ind)
838,-nan(ind),-nan(ind),-nan(ind)
839,-nan(ind),-nan(ind),-nan(ind)
840,-nan(ind),-nan(ind),-nan(ind)
841,-nan(ind),-nan(ind),-nan(ind)
842,-nan(ind),-nan(ind),-nan(ind)
843,-nan(ind),-nan(ind),-nan(ind)
844,-nan(ind),-nan(ind),-nan(ind)
845,-nan(ind),-nan(ind),-nan(ind)
846,-nan(ind),-nan(ind),-nan(ind)
847,-nan(ind),-nan(ind),-nan(ind)
848,-nan(ind),-nan(ind),-nan(ind)
849,-nan(ind),-nan(ind),-nan(ind)
850,-nan(ind),-nan(ind),-nan(ind)
851,-nan(ind),-nan(ind),-nan(ind)
852,-nan(ind),-nan(ind),-nan(ind)
853,-nan(ind),-nan(ind),-nan(ind)
854,-nan(ind),-nan(ind),-nan(ind)
855,-nan(ind),-nan(ind),-nan(ind)
856,-nan(ind),-nan(ind),-nan(ind)
857,-nan(ind),-nan(ind),-nan(ind)
858,-nan(ind),-nan(ind),-nan(ind)
859,-nan(ind),-nan(ind),-nan(ind)
860,-nan(ind),-nan(ind),-nan(ind)
861,-nan(ind),-nan(ind),-nan(ind)
862,-nan(ind),-nan(ind),-nan(ind)
863,-nan(ind),-nan(ind),-nan(ind)
864,-nan(ind),-nan(ind),-nan(ind)
865,-nan(ind),-nan(ind),-nan(ind)
866,-nan(ind),-nan(ind),-nan(ind)
867,-nan(ind),-nan(ind),-nan(ind)
868,-nan(ind),-nan(ind),-nan(ind)
869,-nan(ind),-nan(ind),-nan(ind)
870,-nan(ind),-nan(ind),-nan(ind)
871,-nan(ind),-nan(ind),-nan(ind)
872,-nan(ind),-nan(ind),-nan(ind)
873,-nan(ind),-nan(ind),-nan(ind)
874,-nan(ind),-nan(ind),-nan(ind)
875,-nan(ind),-nan(ind),-nan(ind)
876,-nan(ind),-nan(ind),-nan(ind)
877,-nan(ind),-nan(ind),-nan(ind)
878,-nan(ind),-nan(ind),-nan(ind)
879,-nan(ind),-nan(ind),-nan(ind)
880,-nan(ind),-nan(ind),-nan(ind)
881,-nan(ind),-nan(ind),-nan(ind)
882,-nan(ind),-nan(ind),-nan(ind)
883,-nan(ind),-nan(ind),-nan(ind)
884,-nan(ind),-nan(ind),-nan(ind)
885,-nan(ind),-nan(ind),-nan(ind)
886,-nan(ind),-nan(ind),-nan(ind)
887,-nan(ind),-nan(ind),-nan(ind)
888,-nan(ind),-nan(ind),-nan(ind)
889,-nan(ind),-nan(ind),-nan(ind)
890,-nan(ind),-nan(ind),-nan(ind)
891,-nan(ind),-nan(ind),-nan(ind)
892,-nan(ind),-nan(ind),-nan(ind)
893,-nan(ind),-nan(ind),-nan(ind)
894,-nan(ind),-nan(ind),-nan(ind)
895,-nan(ind),-nan(ind),-nan(ind)
896,-nan(ind),-nan(ind),-nan(ind)
897,-nan(ind),-nan(ind),-nan(ind)
898,-nan(ind),-nan(ind),-nan(ind)
899,-nan(ind),-nan(ind),-nan(ind)
900,-nan(ind),-nan(ind),-nan(ind)
901,-nan(ind),-nan(ind),-nan(ind)
902,-nan(ind),-nan(ind),-nan(ind)
903,-nan(ind),-nan(ind),-nan(ind)
904,-nan(ind),-nan(ind),-nan(ind)
905,-nan(ind),-nan(ind),-nan(ind)
906,-nan(ind),-nan(ind),-nan(ind)
907,-nan(ind),-nan(ind),-nan(ind)
908,-nan(ind),-nan(ind),-nan(ind)
909,-nan(ind),-nan(ind),-nan(ind)
910,-nan(ind),-nan(ind),-nan(ind)
911,-nan(ind),-nan(ind),-nan(ind)
912,-nan(ind),-nan(ind),-nan(ind)
913,-nan(ind),-nan(ind),-nan(ind)
914,-nan(ind),-nan(ind),-nan(ind)
915,-nan(ind),-nan(ind),-nan(ind)
916,-nan(ind),-nan(ind),-nan(ind)
917,-nan(ind),-nan(ind),-nan(ind)
918,-nan(ind),-nan(ind),-nan(ind)
919,-nan(ind),-nan(ind),-nan(ind)
920,-nan(ind),-nan(ind),-nan(ind)
921,-nan(ind),-nan(ind),-nan(ind)
922,-nan(ind),-nan(ind),-nan(ind)
923,-nan(ind),-nan(ind),-nan(ind)
924,-nan(ind),-nan(ind),-nan(ind)
925,-nan(ind),-nan(ind),-nan(ind)
926,-nan(ind),-nan(ind),-nan(ind)
927,-nan(ind),-nan(ind),-nan(ind)
928,-nan(ind),-nan(ind),-nan(ind)
929,-nan(ind),-nan(ind),-nan(ind)
930,-nan(ind),-nan(ind),-nan(ind)
931,-nan(ind),-nan(ind),-nan(ind)
932,-nan(ind),-nan(ind),-nan(ind)
933,-nan(ind),-nan(ind),-nan(ind)
934,-nan(ind),-nan(ind),-nan(ind)
935,-nan(ind),-nan(ind),-nan(ind)
936,-nan(ind),-nan(ind),-nan(ind)
937,-nan(ind),-nan(ind),-nan(ind)
938,-nan(ind),-nan(ind),-nan(ind)
939,-nan(ind),-nan(ind),-nan(ind)
940,-nan(ind),-nan(ind),-nan(ind)
941,-nan(ind),-nan(ind),-nan(ind)
942,-nan(ind),-nan(ind),-nan(ind)
943,-nan(ind),-nan(ind),-nan(ind)
944,-nan(ind),-nan(ind),-nan(ind)
945,-nan(ind),-nan(ind),-nan(ind)
946,-nan(ind),-nan(ind),-nan(ind)
947,-nan(ind),-nan(ind),-nan(ind)
948,-nan(ind),-nan(ind),-nan(ind)
949,-nan(ind),-nan(ind),-nan(ind)
950,-nan(ind),-nan(ind),-nan(ind)
951,-nan(ind),-nan(ind),-nan(ind)
952,-nan(ind),-nan(ind),-nan(ind)
953,-nan(ind),-nan(ind),-nan(ind)
954,-nan(ind),-nan(ind),-nan(ind)
955,-nan(ind),-nan(ind),-nan(ind)
956,-nan(ind),-nan(ind),-nan(ind)
957,-nan(ind),-nan(ind),-nan(ind)
958,-nan(ind),-nan(ind),-nan(ind)
959,-nan(ind),-nan(ind),-nan(ind)
960,-nan(ind),-nan(ind),-nan(ind)
961,-nan(ind),-nan(ind),-nan(ind)
962,-nan(ind),-nan(ind),-nan(ind)
963,-nan(ind),-nan(ind),-nan(ind)
964,-nan(ind),-nan(ind),-nan(ind)
965,-nan(ind),-nan(ind),-nan(ind)
966,-nan(ind),-nan(ind),-nan(ind)
967,-nan(ind),-nan(ind),-nan(ind)
968,-nan(ind),-nan(ind),-nan(ind)
969,-nan(ind),-nan(ind),-nan(ind)
970,-nan(ind),-nan(ind),-nan(ind)
971,-nan(ind),-nan(ind),-nan(ind)
972,-nan(ind),-nan(ind),-nan(ind)
973,-nan(ind),-nan(ind),-nan(ind)
974,-nan(ind),-nan(ind),-nan(ind)
975,-nan(ind),-nan(ind),-nan(ind)
976,-nan(ind),-nan(ind),-nan(ind)
977,-nan(ind),-nan(ind),-nan(ind)
978,-nan(ind),-nan(ind),-nan(ind)
979,-nan(ind),-nan(ind),-nan(ind)
980,-nan(ind),-nan(ind),-nan(ind)
981,-nan(ind),-nan(ind),-nan(ind)
982,-nan(ind),-nan(ind),-nan(ind)
983,-nan(ind),-nan(ind),-nan(ind)
984,-nan(ind),-nan(ind),-nan(ind)
985,-nan(ind),-nan(ind),-nan(ind)
986,-nan(ind),-nan(ind),-nan(ind)
987,-nan(ind),-nan(ind),-nan(ind)
988,-nan(ind),-nan(ind),-nan(ind)
989,-nan(ind),-nan(ind),-nan(ind)
990,-nan(ind),-nan(ind),-nan(ind)
991,-nan(ind),-nan(ind),-nan(ind)
992,-nan(ind),-nan(ind),-nan(ind)
993,-nan(ind),-nan(ind),-nan(ind)
994,-nan(ind),-nan(ind),-nan(ind)
995,-nan(ind),-nan(ind),-nan(ind)
996,-nan(ind),-nan(ind),-nan(ind)
997,-nan(ind),-nan(ind),-nan(ind)
998,-nan(ind),-nan(ind),-nan(ind)
999,-nan(ind),-nan(ind),-nan(ind)
1000,-nan(ind),-nan(ind),-nan(ind)
1001,-nan(ind),-nan(ind),-nan(ind)
1002,-nan(ind),-nan(ind),-nan(ind)
1003,-nan(ind),-nan(ind),-nan(ind)
1004,-nan(ind),-nan(ind),-nan(ind)
1005,-nan(ind),-nan(ind),-nan(ind)
1006,-nan(ind),-nan(ind),-nan(ind)
1007,-nan(ind),-nan(ind),-nan(ind)
1008,-nan(ind),-nan(ind),-nan(ind)
1009,-nan(ind),-nan(ind),-nan(ind)
1010,-nan(ind),-nan(ind),-nan(ind)
1011,-nan(ind),-nan(ind),-nan(ind)
1012,-nan(ind),-nan(ind),-nan(ind)
1013,-nan(ind),-nan(ind),-nan(ind)
1014,-nan(ind),-nan(ind),-nan(ind)
1015,-nan(ind),-nan(ind),-nan(ind)
1016,-nan(ind),-nan(ind),-nan(ind)
1017,-nan(ind),-nan(ind),-nan(ind)
1018,-nan(ind),-nan(ind),-nan(ind)
1019,-nan(ind),-nan(ind),-nan(ind)
1020,-nan(ind),-nan(ind),-nan(ind)
1021,-nan(ind),-nan(ind),-nan(ind)
1022,-nan(ind),-nan(ind),-nan(ind)
1023,-nan(ind),-nan(ind),-nan(ind)
1024,-nan(ind),-nan(ind),-nan(ind)
1025,-nan(ind),-nan(ind),-nan(ind)
1026,-nan(ind),-nan(ind),-nan(ind)
1027,-nan(ind),-nan(ind),-nan(ind)
1028,-nan(ind),-nan(ind),-nan(ind)
1029,-nan(ind),-nan(ind),-nan(ind)
1030,-nan(ind),-nan(ind),-nan(ind)
1031,-nan(ind),-nan(ind),-nan(ind)
1032,-nan(ind),-nan(ind),-nan(ind)
1033,-nan(ind),-nan(ind),-nan(ind)
1034,-nan(ind),-nan(ind),-nan(ind)
1035,-nan(ind),-nan(ind),-nan(ind)
1036,-nan(ind),-nan(ind),-nan(ind)
1037,-nan(ind),-nan(ind),-nan(ind)
1038,-nan(ind),-nan(ind),-nan(ind)
1039,-nan(ind),-nan(ind),-nan(ind)
1040,-nan(ind),-nan(ind),-nan(ind)
1041,-nan(ind),-nan(ind),-nan(ind)
1042,-nan(ind),-nan(ind),-nan(ind)
1043,-nan(ind),-nan(ind),-nan(ind)
1044,-nan(ind),-nan(ind),-nan(ind)
1045,-nan(ind),-nan(ind),-nan(ind)
1046,-nan(ind),-nan(ind),-nan(ind)
1047,-nan(ind),-nan(ind),-nan(ind)
1048,-nan(ind),-nan(ind),-nan(ind)
1049,-nan(ind),-nan(ind),-nan(ind)
1050,-nan(ind),-nan(ind),-nan(ind)
1051,-nan(ind),-nan(ind),-nan(ind)
1052,-nan(ind),-nan(ind),-nan(ind)
1053,-nan(ind),-nan(ind),-nan(ind)
1054,-nan(ind),-nan(ind),-nan(ind)
1055,-nan(ind),-nan(ind),-nan(ind)
1056,-nan(ind),-nan(ind),-nan(ind)
1057,-nan(ind),-nan(ind),-nan(ind)
1058,-nan(ind),-nan(ind),-nan(ind)
1059,-nan(ind),-nan(ind),-nan(ind)
1060,-nan(ind),-nan(ind),-nan(ind)
1061,-nan(ind),-nan(ind),-nan(ind)
1062,-nan(ind),-nan(ind),-nan(ind)
1063,-nan(ind),-nan(ind),-nan(ind)
1064,-nan(ind),-nan(ind),-nan(ind)
1065,-nan(ind),-nan(ind),-nan(ind)
1066,-nan(ind),-nan(ind),-nan(ind)
1067,-nan(ind),-nan(ind),-nan(ind)
1068,-nan(ind),-nan(ind),-nan(ind)
1069,-nan(ind),-nan(ind),-nan(ind)
1070,-nan(ind),-nan(ind),-nan(ind)
1071,-nan(ind),-nan(ind),-nan(ind)
1072,-nan(ind),-nan(ind),-nan(ind)
1073,-nan(ind),-nan(ind),-nan(ind)
1074,-nan(ind),-nan(ind),-nan(ind)
1075,-nan(ind),-nan(ind),-nan(ind)
1076,-nan(ind),-nan(ind),-nan(ind)
1077,-nan(ind),-nan(ind),-nan(ind)
1078,-nan(ind),-nan(ind),-nan(ind)
1079,-nan(ind),-nan(ind),-nan(ind)
1080,-nan(ind),-nan(ind),-nan(ind)
1081,-nan(ind),-nan(ind),-nan(ind)
1082,-nan(ind),-nan(ind),-nan(ind)
1083,-nan(ind),-nan(ind),-nan(ind)
1084,-nan(ind),-nan(ind),-nan(ind)
1085,-nan(ind),-nan(ind),-nan(ind)
1086,-nan(ind),-nan(ind),-nan(ind)
1087,-nan(ind),-nan(ind),-nan(ind)
1088,-nan(ind),-nan(ind),-nan(ind)
1089,-nan(ind),-nan(ind),-nan(ind)
1090,-nan(ind),-nan(ind),-nan(ind)
1091,-nan(ind),-nan(ind),-nan(ind)
1092,-nan(ind),-nan(ind),-nan(ind)
1093,-nan(ind),-nan(ind),-nan(ind)
1094,-nan(ind),-nan(ind),-nan(ind)
1095,-nan(ind),-nan(ind),-nan(ind)
1096,-nan(ind),-nan(ind),-nan(ind)
1097,-nan(ind),-nan(ind),-nan(ind)
1098,-nan(ind),-nan(ind),-nan(ind)
1099,-nan(ind),-nan(ind),-nan(ind)
1100,-nan(ind),-nan(ind),-nan(ind)
1101,-nan(ind),-nan(ind),-nan(ind)
1102,-nan(ind),-nan(ind),-nan(ind)
1103,-nan(ind),-nan(ind),-nan(ind)
1104,-nan(ind),-nan(ind),-nan(ind)
1105,-nan(ind),-nan(ind),-nan(ind)
1106,-nan(ind),-nan(ind),-nan(ind)
1107,-nan(ind),-nan(ind),-nan(ind)
1108,-nan(ind),-nan(ind),-nan(ind)
1109,-nan(ind),-nan(ind),-nan(ind)
1110,-nan(ind),-nan(ind),-nan(ind)
1111,-nan(ind),-nan(ind),-nan(ind)
1112,-nan(ind),-nan(ind),-nan(ind)
1113,-nan(ind),-nan(ind),-nan(ind)
1114,-nan(ind),-nan(ind),-nan(ind)
1115,-nan(ind),-nan(ind),-nan(ind)
1116,-nan(ind),-nan(ind),-nan(ind)
1117,-nan(ind),-nan(ind),-nan(ind)
1118,-nan(ind),-nan(ind),-nan(ind)
1119,-nan(ind),-nan(ind),-nan(ind)
1120,-nan(ind),-nan(ind),-nan(ind)
1121,-nan(ind),-nan(ind),-nan(ind)
1122,-nan(ind),-nan(ind),-nan(ind)
1123,-nan(ind),-nan(ind),-nan(ind)
1124,-nan(ind),-nan(ind),-nan(ind)
1125,-nan(ind),-nan(ind),-nan(ind)
1126,-nan(ind),-nan(ind),-nan(ind)
1127,-nan(ind),-nan(ind),-nan(ind)
1128,-nan(ind),-nan(ind),-nan(ind)
1129,-nan(ind),-nan(ind),-nan(ind)
1130,-nan(ind),-nan(ind),-nan(ind)
1131,-nan(ind),-nan(ind),-nan(ind)
1132,-nan(ind),-nan(ind),-nan(ind)
1133,-nan(ind),-nan(ind),-nan(ind)
1134,-nan(ind),-nan(ind),-nan(ind)
1135,-nan(ind),-nan(ind),-nan(ind)
1136,-nan(ind),-nan(ind),-nan(ind)
1137,-nan(ind),-nan(ind),-nan(ind)
1138,-nan(ind),-nan(ind),-nan(ind)
1139,-nan(ind),-nan(ind),-nan(ind)
1140,-nan(ind),-nan(ind),-nan(ind)
1141,-nan(ind),-nan(ind),-nan(ind)
1142,-nan(ind),-nan(ind),-nan(ind)
1143,-nan(ind),-nan(ind),-nan(ind)
1144,-nan(ind),-nan(ind),-nan(ind)
1145,-nan(ind),-nan(ind),-nan(ind)
1146,-nan(ind),-nan(ind),-nan(ind)
1147,-nan(ind),-nan(ind),-nan(ind)
1148,-nan(ind),-nan(ind),-nan(ind)
1149,-nan(ind),-nan(ind),-nan(ind)
1150,-nan(ind),-nan(ind),-nan(ind)
1151,-nan(ind),-nan(ind),-nan(ind)
1152,-nan(ind),-nan(ind),-nan(ind)
1153,-nan(ind),-nan(ind),-nan(ind)
1154,-nan(ind),-nan(ind),-nan(ind)
1155,-nan(ind),-nan(ind),-nan(ind)
1156,-nan(ind),-nan(ind),-nan(ind)
1157,-nan(ind),-nan(ind),-nan(ind)
1158,-nan(ind),-nan(ind),-nan(ind)
1159,-nan(ind),-nan(ind),-nan(ind)
1160,-nan(ind),-nan(ind),-nan(ind)
1161,-nan(ind),-nan(ind),-nan(ind)
1162,-nan(ind),-nan(ind),-nan(ind)
1163,-nan(ind),-nan(ind),-nan(ind)
1164,-nan(ind),-nan(ind),-nan(ind)
1165,-nan(ind),-nan(ind),-nan(ind)
1166,-nan(ind),-nan(ind),-nan(ind)
1167,-nan(ind),-nan(ind),-nan(ind)
1168,-nan(ind),-nan(ind),-nan(ind)
1169,-nan(ind),-nan(ind),-nan(ind)
1170,-nan(ind),-nan(ind),-nan(ind)
1171,-nan(ind),-nan(ind),-nan(ind)
1172,-nan(ind),-nan(ind),-nan(ind)
1173,-nan(ind),-nan(ind),-nan(ind)
1174,-nan(ind),-nan(ind),-nan(ind)
1175,-nan(ind),-nan(ind),-nan(ind)
1176,-nan(ind),-nan(ind),-nan(ind)
1177,-nan(ind),-nan(ind),-nan(ind)
1178,-nan(ind),-nan(ind),-nan(ind)
1179,-nan(ind),-nan(ind),-nan(ind)
1180,-nan(ind),-nan(ind),-nan(ind)
1181,-nan(ind),-nan(ind),-nan(ind)
1182,-nan(ind),-nan(ind),-nan(ind)
1183,-nan(ind),-nan(ind),-nan(ind)
1184,-nan(ind),-nan(ind),-nan(ind)
1185,-nan(ind),-nan(ind),-nan(ind)
1186,-nan(ind),-nan(ind),-nan(ind)
1187,-nan(ind),-nan(ind),-nan(ind)
1188,-nan(ind),-nan(ind),-nan(ind)
1189,-nan(ind),-nan(ind),-nan(ind)
1190,-nan(ind),-nan(ind),-nan(ind)
1191,-nan(ind),-nan(ind),-nan(ind)
1192,-nan(ind),-nan(ind),-nan(ind)
1193,-nan(ind),-nan(ind),-nan(ind)
1194,-nan(ind),-nan(ind),-nan(ind)
1195,-nan(ind),-nan(ind),-nan(ind)
1196,-nan(ind),-nan(ind),-nan(ind)
1197,-nan(ind),-nan(ind),-nan(ind)
1198,-nan(ind),-nan(ind),-nan(ind)
1199,-nan(ind),-nan(ind),-nan(ind)
1200,-nan(ind),-nan(ind),-nan(ind)
1201,-nan(ind),-nan(ind),-nan(ind)
1202,-nan(ind),-nan(ind),-nan(ind)
1203,-nan(ind),-nan(ind),-nan(ind)
1204,-nan(ind),-nan(ind),-nan(ind)
1205,-nan(ind),-nan(ind),-nan(ind)
1206,-nan(ind),-nan(ind),-nan(ind)
1207,-nan(ind),-nan(ind),-nan(ind)
1208,-nan(ind),-nan(ind),-nan(ind)
1209,-nan(ind),-nan(ind),-nan(ind)
1210,-nan(ind),-nan(ind),-nan(ind)
1211,-nan(ind),-nan(ind),-nan(ind)
1212,-nan(ind),-nan(ind),-nan(ind)
1213,-nan(ind),-nan(ind),-nan(ind)
1214,-nan(ind),-nan(ind),-nan(ind)
1215,-nan(ind),-nan(ind),-nan(ind)
1216,-nan(ind),-nan(ind),-nan(ind)
1217,-nan(ind),-nan(ind),-nan(ind)
1218,-nan(ind),-nan(ind),-nan(ind)
1219,-nan(ind),-nan(ind),-nan(ind)
1220,-nan(ind),-nan(ind),-nan(ind)
1221,-nan(ind),-nan(ind),-nan(ind)
1222,-nan(ind),-nan(ind),-nan(ind)
1223,-nan(ind),-nan(ind),-nan(ind)
1224,-nan(ind),-nan(ind),-nan(ind)
1225,-nan(ind),-nan(ind),-nan(ind)
1226,-nan(ind),-nan(ind),-nan(ind)
1227,-nan(ind),-nan(ind),-nan(ind)
1228,-nan(ind),-nan(ind),-nan(ind)
1229,-nan(ind),-nan(ind),-nan(ind)
1230,-nan(ind),-nan(ind),-nan(ind)
1231,-nan(ind),-nan(ind),-nan(ind)
1232,-nan(ind),-nan(ind),-nan(ind)
1233,-nan(ind),-nan(ind),-nan(ind)
1234,-nan(ind),-nan(ind),-nan(ind)
1235,-nan(ind),-nan(ind),-nan(ind)
1236,-nan(ind),-nan(ind),-nan(ind)
1237,-nan(ind),-nan(ind),-nan(ind)
1238,-nan(ind),-nan(ind),-nan(ind)
1239,-nan(ind),-nan(ind),-nan(ind)
1240,-nan(ind),-nan(ind),-nan(ind)
1241,-nan(ind),-nan(ind),-nan(ind)
1242,-nan(ind),-nan(ind),-nan(ind)
1243,-nan(ind),-nan(ind),-nan(ind)
1244,-nan(ind),-nan(ind),-nan(ind)
1245,-nan(ind),-nan(ind),-nan(ind)
1246,-nan(ind),-nan(ind),-nan(ind)
1247,-nan(ind),-nan(ind),-nan(ind)
1248,-nan(ind),-nan(ind),-nan(ind)
1249,-nan(ind),-nan(ind),-nan(ind)
1250,-nan(ind),-nan(ind),-nan(ind)
1251,-nan(ind),-nan(ind),-nan(ind)
1252,-nan(ind),-nan(ind),-nan(ind)
1253,-nan(ind),-nan(ind),-nan(ind)
1254,-nan(ind),-nan(ind),-nan(ind)
1255,-nan(ind),-nan(ind),-nan(ind)
1256,-nan(ind),-nan(ind),-nan(ind)
1257,-nan(ind),-nan(ind),-nan(ind)
1258,-nan(ind),-nan(ind),-nan(ind)
1259,-nan(ind),-nan(ind),-nan(ind)
1260,-nan(ind),-nan(ind),-nan(ind)
