Generation,Min,Max,Mean
1261,-nan(ind),-nan(ind),-nan(ind)
1262,-nan(ind),-nan(ind),-nan(ind)
1263,-nan(ind),-nan(ind),-nan(ind)
1264,-nan(ind),-nan(ind),-nan(ind)
1265,-nan(ind),-nan(ind),-nan(ind)
1266,-nan(ind),-nan(ind),-nan(ind)
1267,-nan(ind),-nan(ind),-nan(ind)
1268,-nan(ind),-nan(ind),-nan(ind)
1269,-nan(ind),-nan(ind),-nan(ind)
1270,-nan(ind),-nan(ind),-nan(ind)
1271,-nan(ind),-nan(ind),-nan(ind)
1272,-nan(ind),-nan(ind),-nan(ind)
1273,-nan(ind),-nan(ind),-nan(ind)
1274,-nan(ind),-nan(ind),-nan(ind)
1275,-nan(ind),-nan(ind),-nan(ind)
1276,-nan(ind),-nan(ind),-nan(ind)
1277,-nan(ind),-nan(ind),-nan(ind)
1278,-nan(ind),-nan(ind),-nan(ind)
1279,-nan(ind),-nan(ind),-nan(ind)
1280,-nan(ind),-nan(ind),-nan(ind)
1281,-nan(ind),-nan(ind),-nan(ind)
1282,-nan(ind),-nan(ind),-nan(ind)
1283,-nan(ind),-nan(ind),-nan(ind)
1284,-nan(ind),-nan(ind),-nan(ind)
1285,-nan(ind),-nan(ind),-nan(ind)
1286,-nan(ind),-nan(ind),-nan(ind)
1287,-nan(ind),-nan(ind),-nan(ind)
1288,-nan(ind),-nan(ind),-nan(ind)
1289,-nan(ind),-nan(ind),-nan(ind)
1290,-nan(ind),-nan(ind),-nan(ind)
1291,-nan(ind),-nan(ind),-nan(ind)
1292,-nan(ind),-nan(ind),-nan(ind)
1293,-nan(ind),-nan(ind),-nan(ind)
1294,-nan(ind),-nan(ind),-nan(ind)
1295,-nan(ind),-nan(ind),-nan(ind)
1296,-nan(ind),-nan(ind),-nan(ind)
1297,-nan(ind),-nan(ind),-nan(ind)
1298,-nan(ind),-nan(ind),-nan(ind)
1299,-nan(ind),-nan(ind),-nan(ind)
1300,-nan(ind),-nan(ind),-nan(ind)
1301,-nan(ind),-nan(ind),-nan(ind)
1302,-nan(ind),-nan(ind),-nan(ind)
1303,-nan(ind),-nan(ind),-nan(ind)
1304,-nan(ind),-nan(ind),-nan(ind)
1305,-nan(ind),-nan(ind),-nan(ind)
1306,-nan(ind),-nan(ind),-nan(ind)
1307,-nan(ind),-nan(ind),-nan(ind)
1308,-nan(ind),-nan(ind),-nan(ind)
1309,-nan(ind),-nan(ind),-nan(ind)
1310,-nan(ind),-nan(ind),-nan(ind)
1311,-nan(ind),-nan(ind),-nan(ind)
1312,-nan(ind),-nan(ind),-nan(ind)
1313,-nan(ind),-nan(ind),-nan(ind)
1314,-nan(ind),-nan(ind),-nan(ind)
1315,-nan(ind),-nan(ind),-nan(ind)
1316,-nan(ind),-nan(ind),-nan(ind)
1317,-nan(ind),-nan(ind),-nan(ind)
1318,-nan(ind),-nan(ind),-nan(ind)
1319,-nan(ind),-nan(ind),-nan(ind)
1320,-nan(ind),-nan(ind),-nan(ind)
1321,-nan(ind),-nan(ind),-nan(ind)
1322,-nan(ind),-nan(ind),-nan(ind)
1323,-nan(ind),-nan(ind),-nan(ind)
1324,-nan(ind),-nan(ind),-nan(ind)
1325,-nan(ind),-nan(ind),-nan(ind)
1326,-nan(ind),-nan(ind),-nan(ind)
1327,-nan(ind),-nan(ind),-nan(ind)
1328,-nan(ind),-nan(ind),-nan(ind)
1329,-nan(ind),-nan(ind),-nan(ind)
1330,-nan(ind),-nan(ind),-nan(ind)
1331,-nan(ind),-nan(ind),-nan(ind)
1332,-nan(ind),-nan(ind),-nan(ind)
1333,-nan(ind),-nan(ind),-nan(ind)
1334,-nan(ind),-nan(ind),-nan(ind)
1335,-nan(ind),-nan(ind),-nan(ind)
1336,-nan(ind),-nan(ind),-nan(ind)
1337,-nan(ind),-nan(ind),-nan(ind)
1338,-nan(ind),-nan(ind),-nan(ind)
1339,-nan(ind),-nan(ind),-nan(ind)
1340,-nan(ind),-nan(ind),-nan(ind)
1341,-nan(ind),-nan(ind),-nan(ind)
1342,-nan(ind),-nan(ind),-nan(ind)
1343,-nan(ind),-nan(ind),-nan(ind)
1344,-nan(ind),-nan(ind),-nan(ind)
1345,-nan(ind),-nan(ind),-nan(ind)
1346,-nan(ind),-nan(ind),-nan(ind)
1347,-nan(ind),-nan(ind),-nan(ind)
1348,-nan(ind),-nan(ind),-nan(ind)
1349,-nan(ind),-nan(ind),-nan(ind)
1350,-nan(ind),-nan(ind),-nan(ind)
1351,-nan(ind),-nan(ind),-nan(ind)
1352,-nan(ind),-nan(ind),-nan(ind)
1353,-nan(ind),-nan(ind),-nan(ind)
1354,-nan(ind),-nan(ind),-nan(ind)
1355,-nan(ind),-nan(ind),-nan(ind)
1356,-nan(ind),-nan(ind),-nan(ind)
1357,-nan(ind),-nan(ind),-nan(ind)
1358,-nan(ind),-nan(ind),-nan(ind)
1359,-nan(ind),-nan(ind),-nan(ind)
1360,-nan(ind),-nan(ind),-nan(ind)
1361,-nan(ind),-nan(ind),-nan(ind)
1362,-nan(ind),-nan(ind),-nan(ind)
1363,-nan(ind),-nan(ind),-nan(ind)
1364,-nan(ind),-nan(ind),-nan(ind)
1365,-nan(ind),-nan(ind),-nan(ind)
1366,-nan(ind),-nan(ind),-nan(ind)
1367,-nan(ind),-nan(ind),-nan(ind)
1368,-nan(ind),-nan(ind),-nan(ind)
1369,-nan(ind),-nan(ind),-nan(ind)
1370,-nan(ind),-nan(ind),-nan(ind)
1371,-nan(ind),-nan(ind),-nan(ind)
1372,-nan(ind),-nan(ind),-nan(ind)
1373,-nan(ind),-nan(ind),-nan(ind)
1374,-nan(ind),-nan(ind),-nan(ind)
1375,-nan(ind),-nan(ind),-nan(ind)
1376,-nan(ind),-nan(ind),-nan(ind)
1377,-nan(ind),-nan(ind),-nan(ind)
1378,-nan(ind),-nan(ind),-nan(ind)
1379,-nan(ind),-nan(ind),-nan(ind)
1380,-nan(ind),-nan(ind),-nan(ind)
1381,-nan(ind),-nan(ind),-nan(ind)
1382,-nan(ind),-nan(ind),-nan(ind)
1383,-nan(ind),-nan(ind),-nan(ind)
1384,-nan(ind),-nan(ind),-nan(ind)
1385,-nan(ind),-nan(ind),-nan(ind)
1386,-nan(ind),-nan(ind),-nan(ind)
1387,-nan(ind),-nan(ind),-nan(ind)
1388,-nan(ind),-nan(ind),-nan(ind)
1389,-nan(ind),-nan(ind),-nan(ind)
1390,-nan(ind),-nan(ind),-nan(ind)
1391,-nan(ind),-nan(ind),-nan(ind)
1392,-nan(ind),-nan(ind),-nan(ind)
1393,-nan(ind),-nan(ind),-nan(ind)
1394,-nan(ind),-nan(ind),-nan(ind)
1395,-nan(ind),-nan(ind),-nan(ind)
1396,-nan(ind),-nan(ind),-nan(ind)
1397,-nan(ind),-nan(ind),-nan(ind)
1398,-nan(ind),-nan(ind),-nan(ind)
1399,-nan(ind),-nan(ind),-nan(ind)
1400,-nan(ind),-nan(ind),-nan(ind)
1401,-nan(ind),-nan(ind),-nan(ind)
1402,-nan(ind),-nan(ind),-nan(ind)
1403,-nan(ind),-nan(ind),-nan(ind)
1404,-nan(ind),-nan(ind),-nan(ind)
1405,-nan(ind),-nan(ind),-nan(ind)
1406,-nan(ind),-nan(ind),-nan(ind)
1407,-nan(ind),-nan(ind),-nan(ind)
1408,-nan(ind),-nan(ind),-nan(ind)
1409,-nan(ind),-nan(ind),-nan(ind)
1410,-nan(ind),-nan(ind),-nan(ind)
1411,-nan(ind),-nan(ind),-nan(ind)
1412,-nan(ind),-nan(ind),-nan(ind)
1413,-nan(ind),-nan(ind),-nan(ind)
1414,-nan(ind),-nan(ind),-nan(ind)
1415,-nan(ind),-nan(ind),-nan(ind)
1416,-nan(ind),-nan(ind),-nan(ind)
1417,-nan(ind),-nan(ind),-nan(ind)
1418,-nan(ind),-nan(ind),-nan(ind)
1419,-nan(ind),-nan(ind),-nan(ind)
1420,-nan(ind),-nan(ind),-nan(ind)
1421,-nan(ind),-nan(ind),-nan(ind)
1422,-nan(ind),-nan(ind),-nan(ind)
1423,-nan(ind),-nan(ind),-nan(ind)
1424,-nan(ind),-nan(ind),-nan(ind)
1425,-nan(ind),-nan(ind),-nan(ind)
1426,-nan(ind),-nan(ind),-nan(ind)
1427,-nan(ind),-nan(ind),-nan(ind)
1428,-nan(ind),-nan(ind),-nan(ind)
1429,-nan(ind),-nan(ind),-nan(ind)
1430,-nan(ind),-nan(ind),-nan(ind)
1431,-nan(ind),-nan(ind),-nan(ind)
1432,-nan(ind),-nan(ind),-nan(ind)
1433,-nan(ind),-nan(ind),-nan(ind)
1434,-nan(ind),-nan(ind),-nan(ind)
1435,-nan(ind),-nan(ind),-nan(ind)
1436,-nan(ind),-nan(ind),-nan(ind)
1437,-nan(ind),-nan(ind),-nan(ind)
1438,-nan(ind),-nan(ind),-nan(ind)
1439,-nan(ind),-nan(ind),-nan(ind)
1440,-nan(ind),-nan(ind),-nan(ind)
1441,-nan(ind),-nan(ind),-nan(ind)
1442,-nan(ind),-nan(ind),-nan(ind)
1443,-nan(ind),-nan(ind),-nan(ind)
1444,-nan(ind),-nan(ind),-nan(ind)
1445,-nan(ind),-nan(ind),-nan(ind)
1446,-nan(ind),-nan(ind),-nan(ind)
1447,-nan(ind),-nan(ind),-nan(ind)
1448,-nan(ind),-nan(ind),-nan(ind)
1449,-nan(ind),-nan(ind),-nan(ind)
1450,-nan(ind),-nan(ind),-nan(ind)
1451,-nan(ind),-nan(ind),-nan(ind)
1452,-nan(ind),-nan(ind),-nan(ind)
1453,-nan(ind),-nan(ind),-nan(ind)
1454,-nan(ind),-nan(ind),-nan(ind)
1455,-nan(ind),-nan(ind),-nan(ind)
1456,-nan(ind),-nan(ind),-nan(ind)
1457,-nan(ind),-nan(ind),-nan(ind)
1458,-nan(ind),-nan(ind),-nan(ind)
1459,-nan(ind),-nan(ind),-nan(ind)
1460,-nan(ind),-nan(ind),-nan(ind)
1461,-nan(ind),-nan(ind),-nan(ind)
1462,-nan(ind),-nan(ind),-nan(ind)
1463,-nan(ind),-nan(ind),-nan(ind)
1464,-nan(ind),-nan(ind),-nan(ind)
1465,-nan(ind),-nan(ind),-nan(ind)
1466,-nan(ind),-nan(ind),-nan(ind)
1467,-nan(ind),-nan(ind),-nan(ind)
1468,-nan(ind),-nan(ind),-nan(ind)
1469,-nan(ind),-nan(ind),-nan(ind)
1470,-nan(ind),-nan(ind),-nan(ind)
1471,-nan(ind),-nan(ind),-nan(ind)
1472,-nan(ind),-nan(ind),-nan(ind)
1473,-nan(ind),-nan(ind),-nan(ind)
1474,-nan(ind),-nan(ind),-nan(ind)
1475,-nan(ind),-nan(ind),-nan(ind)
1476,-nan(ind),-nan(ind),-nan(ind)
1477,-nan(ind),-nan(ind),-nan(ind)
1478,-nan(ind),-nan(ind),-nan(ind)
1479,-nan(ind),-nan(ind),-nan(ind)
1480,-nan(ind),-nan(ind),-nan(ind)
1481,-nan(ind),-nan(ind),-nan(ind)
1482,-nan(ind),-nan(ind),-nan(ind)
1483,-nan(ind),-nan(ind),-nan(ind)
1484,-nan(ind),-nan(ind),-nan(ind)
1485,-nan(ind),-nan(ind),-nan(ind)
1486,-nan(ind),-nan(ind),-nan(ind)
1487,-nan(ind),-nan(ind),-nan(ind)
1488,-nan(ind),-nan(ind),-nan(ind)
1489,-nan(ind),-nan(ind),-nan(ind)
1490,-nan(ind),-nan(ind),-nan(ind)
1491,-nan(ind),-nan(ind),-nan(ind)
1492,-nan(ind),-nan(ind),-nan(ind)
1493,-nan(ind),-nan(ind),-nan(ind)
1494,-nan(ind),-nan(ind),-nan(ind)
1495,-nan(ind),-nan(ind),-nan(ind)
1496,-nan(ind),-nan(ind),-nan(ind)
1497,-nan(ind),-nan(ind),-nan(ind)
1498,-nan(ind),-nan(ind),-nan(ind)
1499,-nan(ind),-nan(ind),-nan(ind)
1500,-nan(ind),-nan(ind),-nan(ind)
1501,-nan(ind),-nan(ind),-nan(ind)
1502,-nan(ind),-nan(ind),-nan(ind)
1503,-nan(ind),-nan(ind),-nan(ind)
1504,-nan(ind),-nan(ind),-nan(ind)
1505,-nan(ind),-nan(ind),-nan(ind)
1506,-nan(ind),-nan(ind),-nan(ind)
1507,-nan(ind),-nan(ind),-nan(ind)
1508,-nan(ind),-nan(ind),-nan(ind)
1509,-nan(ind),-nan(ind),-nan(ind)
1510,-nan(ind),-nan(ind),-nan(ind)
1511,-nan(ind),-nan(ind),-nan(ind)
1512,-nan(ind),-nan(ind),-nan(ind)
1513,-nan(ind),-nan(ind),-nan(ind)
1514,-nan(ind),-nan(ind),-nan(ind)
1515,-nan(ind),-nan(ind),-nan(ind)
1516,-nan(ind),-nan(ind),-nan(ind)
1517,-nan(ind),-nan(ind),-nan(ind)
1518,-nan(ind),-nan(ind),-nan(ind)
1519,-nan(ind),-nan(ind),-nan(ind)
1520,-nan(ind),-nan(ind),-nan(ind)
1521,-nan(ind),-nan(ind),-nan(ind)
1522,-nan(ind),-nan(ind),-nan(ind)
1523,-nan(ind),-nan(ind),-nan(ind)
1524,-nan(ind),-nan(ind),-nan(ind)
1525,-nan(ind),-nan(ind),-nan(ind)
1526,-nan(ind),-nan(ind),-nan(ind)
1527,-nan(ind),-nan(ind),-nan(ind)
1528,-nan(ind),-nan(ind),-nan(ind)
1529,-nan(ind),-nan(ind),-nan(ind)
1530,-nan(ind),-nan(ind),-nan(ind)
1531,-nan(ind),-nan(ind),-nan(ind)
1532,-nan(ind),-nan(ind),-nan(ind)
1533,-nan(ind),-nan(ind),-nan(ind)
1534,-nan(ind),-nan(ind),-nan(ind)
1535,-nan(ind),-nan(ind),-nan(ind)
1536,-nan(ind),-nan(ind),-nan(ind)
1537,-nan(ind),-nan(ind),-nan(ind)
1538,-nan(ind),-nan(ind),-nan(ind)
1539,-nan(ind),-nan(ind),-nan(ind)
1540,-nan(ind),-nan(ind),-nan(ind)
1541,-nan(ind),-nan(ind),-nan(ind)
1542,-nan(ind),-nan(ind),-nan(ind)
1543,-nan(ind),-nan(ind),-nan(ind)
1544,-nan(ind),-nan(ind),-nan(ind)
1545,-nan(ind),-nan(ind),-nan(ind)
1546,-nan(ind),-nan(ind),-nan(ind)
1547,-nan(ind),-nan(ind),-nan(ind)
1548,-nan(ind),-nan(ind),-nan(ind)
1549,-nan(ind),-nan(ind),-nan(ind)
1550,-nan(ind),-nan(ind),-nan(ind)
1551,-nan(ind),-nan(ind),-nan(ind)
1552,-nan(ind),-nan(ind),-nan(ind)
1553,-nan(ind),-nan(ind),-nan(ind)
1554,-nan(ind),-nan(ind),-nan(ind)
1555,-nan(ind),-nan(ind),-nan(ind)
1556,-nan(ind),-nan(ind),-nan(ind)
1557,-nan(ind),-nan(ind),-nan(ind)
1558,-nan(ind),-nan(ind),-nan(ind)
1559,-nan(ind),-nan(ind),-nan(ind)
1560,-nan(ind),-nan(ind),-nan(ind)
1561,-nan(ind),-nan(ind),-nan(ind)
1562,-nan(ind),-nan(ind),-nan(ind)
1563,-nan(ind),-nan(ind),-nan(ind)
1564,-nan(ind),-nan(ind),-nan(ind)
1565,-nan(ind),-nan(ind),-nan(ind)
1566,-nan(ind),-nan(ind),-nan(ind)
1567,-nan(ind),-nan(ind),-nan(ind)
1568,-nan(ind),-nan(ind),-nan(ind)
1569,-nan(ind),-nan(ind),-nan(ind)
1570,-nan(ind),-nan(ind),-nan(ind)
1571,-nan(ind),-nan(ind),-nan(ind)
1572,-nan(ind),-nan(ind),-nan(ind)
1573,-nan(ind),-nan(ind),-nan(ind)
1574,-nan(ind),-nan(ind),-nan(ind)
1575,-nan(ind),-nan(ind),-nan(ind)
1576,-nan(ind),-nan(ind),-nan(ind)
1577,-nan(ind),-nan(ind),-nan(ind)
1578,-nan(ind),-nan(ind),-nan(ind)
1579,-nan(ind),-nan(ind),-nan(ind)
1580,-nan(ind),-nan(ind),-nan(ind)
1581,-nan(ind),-nan(ind),-nan(ind)
1582,-nan(ind),-nan(ind),-nan(ind)
1583,-nan(ind),-nan(ind),-nan(ind)
1584,-nan(ind),-nan(ind),-nan(ind)
1585,-nan(ind),-nan(ind),-nan(ind)
1586,-nan(ind),-nan(ind),-nan(ind)
1587,-nan(ind),-nan(ind),-nan(ind)
1588,-nan(ind),-nan(ind),-nan(ind)
1589,-nan(ind),-nan(ind),-nan(ind)
1590,-nan(ind),-nan(ind),-nan(ind)
1591,-nan(ind),-nan(ind),-nan(ind)
1592,-nan(ind),-nan(ind),-nan(ind)
1593,-nan(ind),-nan(ind),-nan(ind)
1594,-nan(ind),-nan(ind),-nan(ind)
1595,-nan(ind),-nan(ind),-nan(ind)
1596,-nan(ind),-nan(ind),-nan(ind)
1597,-nan(ind),-nan(ind),-nan(ind)
1598,-nan(ind),-nan(ind),-nan(ind)
1599,-nan(ind),-nan(ind),-nan(ind)
1600,-nan(ind),-nan(ind),-nan(ind)
1601,-nan(ind),-nan(ind),-nan(ind)
1602,-nan(ind),-nan(ind),-nan(ind)
1603,-nan(ind),-nan(ind),-nan(ind)
1604,-nan(ind),-nan(ind),-nan(ind)
1605,-nan(ind),-nan(ind),-nan(ind)
1606,-nan(ind),-nan(ind),-nan(ind)
1607,-nan(ind),-nan(ind),-nan(ind)
1608,-nan(ind),-nan(ind),-nan(ind)
1609,-nan(ind),-nan(ind),-nan(ind)
1610,-nan(ind),-nan(ind),-nan(ind)
1611,-nan(ind),-nan(ind),-nan(ind)
1612,-nan(ind),-nan(ind),-nan(ind)
1613,-nan(ind),-nan(ind),-nan(ind)
1614,-nan(ind),-nan(ind),-nan(ind)
1615,-nan(ind),-nan(ind),-nan(ind)
1616,-nan(ind),-nan(ind),-nan(ind)
1617,-nan(ind),-nan(ind),-nan(ind)
1618,-nan(ind),-nan(ind),-nan(ind)
1619,-nan(ind),-nan(ind),-nan(ind)
1620,-nan(ind),-nan(ind),-nan(ind)
1621,-nan(ind),-nan(ind),-nan(ind)
1622,-nan(ind),-nan(ind),-nan(ind)
1623,-nan(ind),-nan(ind),-nan(ind)
1624,-nan(ind),-nan(ind),-nan(ind)
1625,-nan(ind),-nan(ind),-nan(ind)
1626,-nan(ind),-nan(ind),-nan(ind)
1627,-nan(ind),-nan(ind),-nan(ind)
1628,-nan(ind),-nan(ind),-nan(ind)
1629,-nan(ind),-nan(ind),-nan(ind)
1630,-nan(ind),-nan(ind),-nan(ind)
1631,-nan(ind),-nan(ind),-nan(ind)
1632,-nan(ind),-nan(ind),-nan(ind)
1633,-nan(ind),-nan(ind),-nan(ind)
1634,-nan(ind),-nan(ind),-nan(ind)
1635,-nan(ind),-nan(ind),-nan(ind)
1636,-nan(ind),-nan(ind),-nan(ind)
1637,-nan(ind),-nan(ind),-nan(ind)
1638,-nan(ind),-nan(ind),-nan(ind)
1639,-nan(ind),-nan(ind),-nan(ind)
1640,-nan(ind),-nan(ind),-nan(ind)
1641,-nan(ind),-nan(ind),-nan(ind)
1642,-nan(ind),-nan(ind),-nan(ind)
1643,-nan(ind),-nan(ind),-nan(ind)
1644,-nan(ind),-nan(ind),-nan(ind)
1645,-nan(ind),-nan(ind),-nan(ind)
1646,-nan(ind),-nan(ind),-nan(ind)
1647,-nan(ind),-nan(ind),-nan(ind)
1648,-nan(ind),-nan(ind),-nan(ind)
1649,-nan(ind),-nan(ind),-nan(ind)
1650,-nan(ind),-nan(ind),-nan(ind)
1651,-nan(ind),-nan(ind),-nan(ind)
1652,-nan(ind),-nan(ind),-nan(ind)
1653,-nan(ind),-nan(ind),-nan(ind)
1654,-nan(ind),-nan(ind),-nan(ind)
1655,-nan(ind),-nan(ind),-nan(ind)
1656,-nan(ind),-nan(ind),-nan(ind)
1657,-nan(ind),-nan(ind),-nan(ind)
1658,-nan(ind),-nan(ind),-nan(ind)
1659,-nan(ind),-nan(ind),-nan(ind)
1660,-nan(ind),-nan(ind),-nan(ind)
1661,-nan(ind),-nan(ind),-nan(ind)
1662,-nan(ind),-nan(ind),-nan(ind)
1663,-nan(ind),-nan(ind),-nan(ind)
1664,-nan(ind),-nan(ind),-nan(ind)
1665,-nan(ind),-nan(ind),-nan(ind)
1666,-nan(ind),-nan(ind),-nan(ind)
1667,-nan(ind),-nan(ind),-nan(ind)
1668,-nan(ind),-nan(ind),-nan(ind)
1669,-nan(ind),-nan(ind),-nan(ind)
1670,-nan(ind),-nan(ind),-nan(ind)
1671,-nan(ind),-nan(ind),-nan(ind)
1672,-nan(ind),-nan(ind),-nan(ind)
1673,-nan(ind),-nan(ind),-nan(ind)
1674,-nan(ind),-nan(ind),-nan(ind)
1675,-nan(ind),-nan(ind),-nan(ind)
1676,-nan(ind),-nan(ind),-nan(ind)
1677,-nan(ind),-nan(ind),-nan(ind)
1678,-nan(ind),-nan(ind),-nan(ind)
1679,-nan(ind),-nan(ind),-nan(ind)
1680,-nan(ind),-nan(ind),-nan(ind)
1681,-nan(ind),-nan(ind),-nan(ind)
1682,-nan(ind),-nan(ind),-nan(ind)
1683,-nan(ind),-nan(ind),-nan(ind)
1684,-nan(ind),-nan(ind),-nan(ind)
1685,-nan(ind),-nan(ind),-nan(ind)
1686,-nan(ind),-nan(ind),-nan(ind)
1687,-nan(ind),-nan(ind),-nan(ind)
1688,-nan(ind),-nan(ind),-nan(ind)
1689,-nan(ind),-nan(ind),-nan(ind)
1690,-nan(ind),-nan(ind),-nan(ind)
1691,-nan(ind),-nan(ind),-nan(ind)
1692,-nan(ind),-nan(ind),-nan(ind)
1693,-nan(ind),-nan(ind),-nan(ind)
1694,-nan(ind),-nan(ind),-nan(ind)
1695,-nan(ind),-nan(ind),-nan(ind)
1696,-nan(ind),-nan(ind),-nan(ind)
1697,-nan(ind),-nan(ind),-nan(ind)
1698,-nan(ind),-nan(ind),-nan(ind)
1699,-nan(ind),-nan(ind),-nan(ind)
1700,-nan(ind),-nan(ind),-nan(ind)
1701,-nan(ind),-nan(ind),-nan(ind)
1702,-nan(ind),-nan(ind),-nan(ind)
1703,-nan(ind),-nan(ind),-nan(ind)
1704,-nan(ind),-nan(ind),-nan(ind)
1705,-nan(ind),-nan(ind),-nan(ind)
1706,-nan(ind),-nan(ind),-nan(ind)
1707,-nan(ind),-nan(ind),-nan(ind)
1708,-nan(ind),-nan(ind),-nan(ind)
1709,-nan(ind),-nan(ind),-nan(ind)
1710,-nan(ind),-nan(ind),-nan(ind)
1711,-nan(ind),-nan(ind),-nan(ind)
1712,-nan(ind),-nan(ind),-nan(ind)
1713,-nan(ind),-nan(ind),-nan(ind)
1714,-nan(ind),-nan(ind),-nan(ind)
1715,-nan(ind),-nan(ind),-nan(ind)
1716,-nan(ind),-nan(ind),-nan(ind)
1717,-nan(ind),-nan(ind),-nan(ind)
1718,-nan(ind),-nan(ind),-nan(ind)
1719,-nan(ind),-nan(ind),-nan(ind)
1720,-nan(ind),-nan(ind),-nan(ind)
1721,-nan(ind),-nan(ind),-nan(ind)
1722,-nan(ind),-nan(ind),-nan(ind)
1723,-nan(ind),-nan(ind),-nan(ind)
1724,-nan(ind),-nan(ind),-nan(ind)
1725,-nan(ind),-nan(ind),-nan(ind)
1726,-nan(ind),-nan(ind),-nan(ind)
1727,-nan(ind),-nan(ind),-nan(ind)
1728,-nan(ind),-nan(ind),-nan(ind)
1729,-nan(ind),-nan(ind),-nan(ind)
1730,-nan(ind),-nan(ind),-nan(ind)
1731,-nan(ind),-nan(ind),-nan(ind)
1732,-nan(ind),-nan(ind),-nan(ind)
1733,-nan(ind),-nan(ind),-nan(ind)
1734,-nan(ind),-nan(ind),-nan(ind)
1735,-nan(ind),-nan(ind),-nan(ind)
1736,-nan(ind),-nan(ind),-nan(ind)
1737,-nan(ind),-nan(ind),-nan(ind)
1738,-nan(ind),-nan(ind),-nan(ind)
1739,-nan(ind),-nan(ind),-nan(ind)
1740,-nan(ind),-nan(ind),-nan(ind)
1741,-nan(ind),-nan(ind),-nan(ind)
1742,-nan(ind),-nan(ind),-nan(ind)
1743,-nan(ind),-nan(ind),-nan(ind)
1744,-nan(ind),-nan(ind),-nan(ind)
1745,-nan(ind),-nan(ind),-nan(ind)
1746,-nan(ind),-nan(ind),-nan(ind)
1747,-nan(ind),-nan(ind),-nan(ind)
1748,-nan(ind),-nan(ind),-nan(ind)
1749,-nan(ind),-nan(ind),-nan(ind)
1750,-nan(ind),-nan(ind),-nan(ind)
1751,-nan(ind),-nan(ind),-nan(ind)
1752,-nan(ind),-nan(ind),-nan(ind)
1753,-nan(ind),-nan(ind),-nan(ind)
1754,-nan(ind),-nan(ind),-nan(ind)
1755,-nan(ind),-nan(ind),-nan(ind)
1756,-nan(ind),-nan(ind),-nan(ind)
1757,-nan(ind),-nan(ind),-nan(ind)
1758,-nan(ind),-nan(ind),-nan(ind)
1759,-nan(ind),-nan(ind),-nan(ind)
1760,-nan(ind),-nan(ind),-nan(ind)
1761,-nan(ind),-nan(ind),-nan(ind)
1762,-nan(ind),-nan(ind),-nan(ind)
1763,-nan(ind),-nan(ind),-nan(ind)
1764,-nan(ind),-nan(ind),-nan(ind)
1765,-nan(ind),-nan(ind),-nan(ind)
1766,-nan(ind),-nan(ind),-nan(ind)
1767,-nan(ind),-nan(ind),-nan(ind)
1768,-nan(ind),-nan(ind),-nan(ind)
1769,-nan(ind),-nan(ind),-nan(ind)
1770,-nan(ind),-nan(ind),-nan(ind)
1771,-nan(ind),-nan(ind),-nan(ind)
1772,-nan(ind),-nan(ind),-nan(ind)
1773,-nan(ind),-nan(ind),-nan(ind)
1774,-nan(ind),-nan(ind),-nan(ind)
1775,-nan(ind),-nan(ind),-nan(ind)
1776,-nan(ind),-nan(ind),-nan(ind)
1777,-nan(ind),-nan(ind),-nan(ind)
1778,-nan(ind),-nan(ind),-nan(ind)
1779,-nan(ind),-nan(ind),-nan(ind)
1780,-nan(ind),-nan(ind),-nan(ind)
1781,-nan(ind),-nan(ind),-nan(ind)
1782,-nan(ind),-nan(ind),-nan(ind)
1783,-nan(ind),-nan(ind),-nan(ind)
1784,-nan(ind),-nan(ind),-nan(ind)
1785,-nan(ind),-nan(ind),-nan(ind)
1786,-nan(ind),-nan(ind),-nan(ind)
1787,-nan(ind),-nan(ind),-nan(ind)
1788,-nan(ind),-nan(ind),-nan(ind)
1789,-nan(ind),-nan(ind),-nan(ind)
1790,-nan(ind),-nan(ind),-nan(ind)
1791,-nan(ind),-nan(ind),-nan(ind)
1792,-nan(ind),-nan(ind),-nan(ind)
1793,-nan(ind),-nan(ind),-nan(ind)
1794,-nan(ind),-nan(ind),-nan(ind)
1795,-nan(ind),-nan(ind),-nan(ind)
1796,-nan(ind),-nan(ind),-nan(ind)
1797,-nan(ind),-nan(ind),-nan(ind)
1798,-nan(ind),-nan(ind),-nan(ind)
1799,-nan(ind),-nan(ind),-nan(ind)
1800,-nan(ind),-nan(ind),-nan(ind)
1801,-nan(ind),-nan(ind),-nan(ind)
1802,-nan(ind),-nan(ind),-nan(ind)
1803,-nan(ind),-nan(ind),-nan(ind)
1804,-nan(ind),-nan(ind),-nan(ind)
1805,-nan(ind),-nan(ind),-nan(ind)
1806,-nan(ind),-nan(ind),-nan(ind)
1807,-nan(ind),-nan(ind),-nan(ind)
1808,-nan(ind),-nan(ind),-nan(ind)
1809,-nan(ind),-nan(ind),-nan(ind)
1810,-nan(ind),-nan(ind),-nan(ind)
1811,-nan(ind),-nan(ind),-nan(ind)
1812,-nan(ind),-nan(ind),-nan(ind)
1813,-nan(ind),-nan(ind),-nan(ind)
1814,-nan(ind),-nan(ind),-nan(ind)
1815,-nan(ind),-nan(ind),-nan(ind)
1816,-nan(ind),-nan(ind),-nan(ind)
1817,-nan(ind),-nan(ind),-nan(ind)
1818,-nan(ind),-nan(ind),-nan(ind)
1819,-nan(ind),-nan(ind),-nan(ind)
